LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,TH
1121.681320,1121.681300,1661327439.968095,61982.000,8138,1,TH,1,100,34.210
1121.815537,1121.815518,1661327440.102312,62112.000,8156,1,TH,1,100,34.295
1121.949754,1121.949735,1661327440.236529,62242.000,8172,1,TH,1,100,34.295
1122.081907,1122.081887,1661327440.368681,62370.000,8208,1,TH,1,100,34.300
1122.215091,1122.215072,1661327440.501866,62499.000,8225,1,TH,1,100,34.300
1122.345179,1122.345159,1661327440.631954,62625.000,8243,1,TH,1,100,34.234
1122.478364,1122.478344,1661327440.765138,62754.000,8277,1,TH,1,100,34.234
1122.611548,1122.611529,1661327440.898323,62883.000,8294,1,TH,1,100,34.342
1122.743701,1122.743681,1661327441.030476,63011.000,8311,1,TH,1,100,34.342
1122.876885,1122.876866,1661327441.163660,63140.000,8328,1,TH,1,100,34.281
1123.009038,1123.009018,1661327441.295813,63268.000,8365,1,TH,1,100,34.281
1123.141190,1123.141171,1661327441.427965,63396.000,8383,1,TH,1,100,34.305
1123.274375,1123.274355,1661327441.561150,63525.000,8400,1,TH,1,100,34.305
1123.407560,1123.407540,1661327441.694335,63654.000,8419,1,TH,1,100,34.272
1123.541777,1123.541757,1661327441.828552,63784.000,8452,1,TH,1,100,34.279
1123.674962,1123.674942,1661327441.961737,63913.000,8469,1,TH,1,100,34.300
1123.806082,1123.806062,1661327442.092857,64040.000,8486,1,TH,1,100,34.300
1123.939266,1123.939247,1661327442.226041,64169.000,8517,1,TH,1,100,34.269
1124.074516,1124.074497,1661327442.361291,64300.000,8539,1,TH,1,100,34.269
1124.209766,1124.209746,1661327442.496541,64431.000,8555,1,TH,1,100,34.295
1124.341918,1124.341899,1661327442.628693,64559.000,8572,1,TH,1,100,34.295
1124.473038,1124.473018,1661327442.759813,64686.000,8609,1,TH,1,100,34.354
1124.606223,1124.606203,1661327442.892998,64815.000,8625,1,TH,1,100,34.354
1124.742505,1124.742485,1661327443.029280,64947.000,8643,1,TH,1,100,34.288
1124.876722,1124.876703,1661327443.163497,65077.000,8659,1,TH,1,100,34.288
1125.009907,1125.009887,1661327443.296682,65206.000,8691,1,TH,1,100,34.210
1125.139994,1125.139975,1661327443.426769,65332.000,8710,1,TH,1,100,34.217
1125.274211,1125.274192,1661327443.560987,65462.000,8726,1,TH,1,100,34.267
1125.406364,1125.406344,1661327443.693139,65590.000,8758,1,TH,1,100,34.267
1125.539549,1125.539529,1661327443.826324,65719.000,8775,1,TH,1,100,34.305
1125.670668,1125.670649,1661327443.957444,65846.000,8791,1,TH,1,100,34.305
1125.806951,1125.806931,1661327444.093726,65978.000,8811,1,TH,1,100,34.236
1125.940135,1125.940116,1661327444.226911,66107.000,8842,1,TH,1,100,34.236
1126.073320,1126.073301,1661327444.360096,66236.000,8862,1,TH,1,100,34.331
1126.205472,1126.205453,1661327444.492248,66364.000,8885,1,TH,1,100,34.331
1126.338657,1126.338638,1661327444.625433,66493.000,8901,1,TH,1,100,34.314
1126.474939,1126.474920,1661327444.761715,66625.000,8938,1,TH,1,100,34.314
1126.607092,1126.607072,1661327444.893867,66753.000,8955,1,TH,1,100,34.369
1126.740276,1126.740257,1661327445.027052,66882.000,8972,1,TH,1,100,34.369
1126.872429,1126.872409,1661327445.159204,67010.000,9003,1,TH,1,100,34.317
1127.006646,1127.006627,1661327445.293422,67140.000,9023,1,TH,1,100,34.317
1127.140863,1127.140844,1661327445.427639,67270.000,9041,1,TH,1,100,34.303
1127.275080,1127.275061,1661327445.561856,67400.000,9060,1,TH,1,100,34.310
1127.407233,1127.407213,1661327445.694008,67528.000,9092,1,TH,1,100,34.362
