LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1098.381212,1098.381192,1661327416.667982,39414.000,4293,1,T1,1,100,34.833
1098.515429,1098.515409,1661327416.802199,39544.000,4315,1,T1,1,100,34.750
1098.649646,1098.649626,1661327416.936416,39674.000,4346,1,T1,1,100,34.821
1098.783863,1098.783843,1661327417.070633,39804.000,4366,1,T1,1,100,34.710
1098.913951,1098.913931,1661327417.200721,39930.000,4382,1,T1,1,100,34.768
1099.047135,1099.047115,1661327417.333906,40059.000,4399,1,T1,1,100,34.793
1099.183418,1099.183397,1661327417.470188,40191.000,4433,1,T1,1,100,34.840
1099.316602,1099.316582,1661327417.603373,40320.000,4449,1,T1,1,100,34.789
1099.449787,1099.449767,1661327417.736557,40449.000,4469,1,T1,1,100,34.838
1099.581939,1099.581919,1661327417.868710,40577.000,4485,1,T1,1,100,34.823
1099.714092,1099.714072,1661327418.000862,40705.000,4519,1,T1,1,100,34.817
1099.850374,1099.850354,1661327418.137144,40837.000,4536,1,T1,1,100,34.815
