LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,T1
1099.984591,1099.984571,1661327418.271362,40967.000,4560,1,T1,1,100,34.778
1100.116743,1100.116723,1661327418.403514,41095.000,4578,1,T1,1,100,34.762
1100.249928,1100.249908,1661327418.536699,41224.000,4596,1,T1,1,100,34.755
1100.382081,1100.382060,1661327418.668851,41352.000,4630,1,T1,1,100,34.788
1100.515265,1100.515245,1661327418.802036,41481.000,4647,1,T1,1,100,34.944
1100.648450,1100.648430,1661327418.935221,41610.000,4663,1,T1,1,100,34.905
1100.780602,1100.780582,1661327419.067373,41738.000,4695,1,T1,1,100,34.852
1100.912755,1100.912735,1661327419.199525,41866.000,4714,1,T1,1,100,34.865
1101.046972,1101.046952,1661327419.333743,41996.000,4730,1,T1,1,100,34.906
1101.179124,1101.179104,1661327419.465895,42124.000,4752,1,T1,1,100,34.889
1101.312309,1101.312289,1661327419.599080,42253.000,4783,1,T1,1,100,34.810
1101.445494,1101.445474,1661327419.732265,42382.000,4800,1,T1,1,100,34.847
1101.576614,1101.576594,1661327419.863384,42509.000,4820,1,T1,1,100,34.898
1101.709799,1101.709778,1661327419.996569,42638.000,4836,1,T1,1,100,34.850
1101.841951,1101.841931,1661327420.128722,42766.000,4870,1,T1,1,100,34.899
1101.974103,1101.974083,1661327420.260874,42894.000,4887,1,T1,1,100,34.886
1102.108320,1102.108300,1661327420.395091,43024.000,4904,1,T1,1,100,34.773
1102.240473,1102.240453,1661327420.527244,43152.000,4937,1,T1,1,100,34.831
1102.372625,1102.372605,1661327420.659396,43280.000,4957,1,T1,1,100,34.927
1102.505810,1102.505790,1661327420.792581,43409.000,4973,1,T1,1,100,34.862
1102.638995,1102.638975,1661327420.925766,43538.000,4990,1,T1,1,100,34.905
1102.770114,1102.770094,1661327421.056885,43665.000,5022,1,T1,1,100,34.994
1102.902267,1102.902247,1661327421.189038,43793.000,5038,1,T1,1,100,34.962
1103.035452,1103.035432,1661327421.322223,43922.000,5060,1,T1,1,100,34.877
1103.167604,1103.167584,1661327421.454375,44050.000,5079,1,T1,1,100,34.911
1103.301821,1103.301801,1661327421.588592,44180.000,5110,1,T1,1,100,34.855
1103.432941,1103.432921,1661327421.719712,44307.000,5130,1,T1,1,100,34.902
1103.565093,1103.565073,1661327421.851865,44435.000,5146,1,T1,1,100,35.064
1103.700343,1103.700323,1661327421.987114,44566.000,5179,1,T1,1,100,34.957
1103.834560,1103.834540,1661327422.121331,44696.000,5196,1,T1,1,100,34.839
1103.967745,1103.967725,1661327422.254516,44825.000,5212,1,T1,1,100,34.895
1104.099897,1104.099877,1661327422.386669,44953.000,5232,1,T1,1,100,34.955
1104.231017,1104.230997,1661327422.517788,45080.000,5265,1,T1,1,100,34.839
1104.367299,1104.367279,1661327422.654071,45212.000,5281,1,T1,1,100,34.930
1104.501517,1104.501497,1661327422.788288,45342.000,5299,1,T1,1,100,34.970
1104.633669,1104.633649,1661327422.920440,45470.000,5318,1,T1,1,100,34.916
1104.766854,1104.766834,1661327423.053625,45599.000,5354,1,T1,1,100,34.964
1104.900038,1104.900018,1661327423.186810,45728.000,5371,1,T1,1,100,35.020
1105.036321,1105.036301,1661327423.323092,45860.000,5387,1,T1,1,100,35.009
1105.168473,1105.168453,1661327423.455244,45988.000,5421,1,T1,1,100,35.039
1105.301658,1105.301638,1661327423.588429,46117.000,5443,1,T1,1,100,34.981
1105.434842,1105.434822,1661327423.721614,46246.000,5462,1,T1,1,100,34.921
1105.568027,1105.568007,1661327423.854799,46375.000,5479,1,T1,1,100,34.930
1105.703277,1105.703257,1661327423.990048,46506.000,5511,1,T1,1,100,34.934
1105.835429,1105.835409,1661327424.122201,46634.000,5527,1,T1,1,100,34.865
1105.968614,1105.968594,1661327424.255386,46763.000,5544,1,T1,1,100,34.835
1106.099734,1106.099714,1661327424.386505,46890.000,5583,1,T1,1,100,34.893
1106.231886,1106.231866,1661327424.518658,47018.000,5599,1,T1,1,100,34.989
1106.365071,1106.365051,1661327424.651843,47147.000,5616,1,T1,1,100,35.066
1106.497223,1106.497203,1661327424.783995,47275.000,5633,1,T1,1,100,34.922
1106.631440,1106.631421,1661327424.918212,47405.000,5664,1,T1,1,100,34.895
1106.763593,1106.763573,1661327425.050364,47533.000,5682,1,T1,1,100,34.955
1106.895745,1106.895725,1661327425.182517,47661.000,5698,1,T1,1,100,34.980
1107.028930,1107.028910,1661327425.315702,47790.000,5715,1,T1,1,100,35.027
1107.162115,1107.162095,1661327425.448887,47919.000,5749,1,T1,1,100,34.905
1107.293235,1107.293215,1661327425.580006,48046.000,5765,1,T1,1,100,34.888
1107.424354,1107.424335,1661327425.711126,48173.000,5783,1,T1,1,100,34.952
1107.557539,1107.557519,1661327425.844311,48302.000,5799,1,T1,1,100,35.015
1107.690724,1107.690704,1661327425.977496,48431.000,5833,1,T1,1,100,35.006
1107.823909,1107.823889,1661327426.110681,48560.000,5850,1,T1,1,100,34.967
1107.957094,1107.957074,1661327426.243865,48689.000,5866,1,T1,1,100,34.986
1108.088213,1108.088194,1661327426.374985,48816.000,5884,1,T1,1,100,34.958
1108.221398,1108.221378,1661327426.508170,48945.000,5917,1,T1,1,100,34.947
1108.354583,1108.354563,1661327426.641355,49074.000,5933,1,T1,1,100,35.048
1108.485703,1108.485683,1661327426.772475,49201.000,5956,1,T1,1,100,35.056
1108.617855,1108.617835,1661327426.904627,49329.000,5991,1,T1,1,100,34.918
1108.751040,1108.751020,1661327427.037812,49458.000,6008,1,T1,1,100,35.000
1108.886290,1108.886270,1661327427.173062,49589.000,6025,1,T1,1,100,34.929
1109.021539,1109.021519,1661327427.308311,49720.000,6043,1,T1,1,100,35.005
1109.153692,1109.153672,1661327427.440464,49848.000,6080,1,T1,1,100,35.038
1109.286876,1109.286857,1661327427.573649,49977.000,6099,1,T1,1,100,35.016
