LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EA
1101.583841,1101.583821,1661327419.870612,42516.000,4818,2,EA,1,100,0.204322
1101.650433,1101.650413,1661327419.937204,42580.500,4834,2,EA,1,100,0.204406
1101.717026,1101.717006,1661327420.003796,42645.000,4834,2,EA,1,100,0.204495
1101.781037,1101.781017,1661327420.067808,42707.000,4851,1,EA,1,100,0.204705
1101.847629,1101.847609,1661327420.134400,42771.500,4868,2,EA,1,100,0.204687
1101.914222,1101.914202,1661327420.200993,42836.000,4868,2,EA,1,100,0.204555
1101.981330,1101.981310,1661327420.268101,42901.000,4885,1,EA,1,100,0.204519
1102.047923,1102.047903,1661327420.334693,42965.500,4902,2,EA,1,100,0.204537
1102.114515,1102.114495,1661327420.401286,43030.000,4902,2,EA,1,100,0.204748
1102.179559,1102.179539,1661327420.466330,43093.000,4921,1,EA,1,100,0.204723
1102.246151,1102.246131,1661327420.532922,43157.500,4935,2,EA,1,100,0.204573
1102.312744,1102.312724,1661327420.599514,43222.000,4935,2,EA,1,100,0.204501
1102.379336,1102.379316,1661327420.666107,43286.500,4955,2,EA,1,100,0.204591
1102.445928,1102.445908,1661327420.732699,43351.000,4955,2,EA,1,100,0.204621
1102.513037,1102.513017,1661327420.799808,43416.000,4971,1,EA,1,100,0.204735
1102.579629,1102.579609,1661327420.866400,43480.500,4988,2,EA,1,100,0.205024
1102.646222,1102.646202,1661327420.932993,43545.000,4988,2,EA,1,100,0.204814
1102.711265,1102.711245,1661327420.998036,43608.000,5004,1,EA,1,100,0.204717
1102.776825,1102.776805,1661327421.063596,43671.500,5020,2,EA,1,100,0.204868
1102.842385,1102.842365,1661327421.129156,43735.000,5020,2,EA,1,100,0.205115
1102.909494,1102.909474,1661327421.196265,43800.000,5036,1,EA,1,100,0.205296
1102.976086,1102.976066,1661327421.262857,43864.500,5058,2,EA,1,100,0.205205
1103.042679,1103.042659,1661327421.329450,43929.000,5058,2,EA,1,100,0.205290
1103.108755,1103.108735,1661327421.395526,43993.000,5077,2,EA,1,100,0.205302
1103.174831,1103.174811,1661327421.461602,44057.000,5077,2,EA,1,100,0.205181
1103.240907,1103.240887,1661327421.527678,44121.000,5094,1,EA,1,100,0.205175
1103.307500,1103.307480,1661327421.594271,44185.500,5108,2,EA,1,100,0.205459
1103.374092,1103.374072,1661327421.660863,44250.000,5108,2,EA,1,100,0.205592
1103.439136,1103.439116,1661327421.725907,44313.000,5128,1,EA,1,100,0.205471
1103.505212,1103.505192,1661327421.791983,44377.000,5144,2,EA,1,100,0.205290
1103.571288,1103.571268,1661327421.858059,44441.000,5144,2,EA,1,100,0.205374
1103.638397,1103.638377,1661327421.925168,44506.000,5162,1,EA,1,100,0.205520
1103.706538,1103.706518,1661327421.993309,44572.000,5177,2,EA,1,100,0.205538
1103.774679,1103.774659,1661327422.061450,44638.000,5177,2,EA,1,100,0.205805
1103.841787,1103.841767,1661327422.128559,44703.000,5194,1,EA,1,100,0.205896
1103.908380,1103.908360,1661327422.195151,44767.500,5210,2,EA,1,100,0.205847
1103.974972,1103.974952,1661327422.261743,44832.000,5210,2,EA,1,100,0.206005
1104.041048,1104.041028,1661327422.327820,44896.000,5230,2,EA,1,100,0.205878
1104.107124,1104.107104,1661327422.393896,44960.000,5230,2,EA,1,100,0.205653
1104.173201,1104.173181,1661327422.459972,45024.000,5248,1,EA,1,100,0.205878
1104.239277,1104.239257,1661327422.526048,45088.000,5263,2,EA,1,100,0.206054
1104.305353,1104.305333,1661327422.592124,45152.000,5263,2,EA,1,100,0.205890
1104.373494,1104.373474,1661327422.660265,45218.000,5279,1,EA,1,100,0.206036
1104.440603,1104.440583,1661327422.727374,45283.000,5297,2,EA,1,100,0.206042
1104.507711,1104.507691,1661327422.794482,45348.000,5297,2,EA,1,100,0.206127
1104.573787,1104.573767,1661327422.860559,45412.000,5316,1,EA,1,100,0.206292
1104.640380,1104.640360,1661327422.927151,45476.500,5334,2,EA,1,100,0.206585
1104.706972,1104.706952,1661327422.993743,45541.000,5334,2,EA,1,100,0.206640
1104.773048,1104.773028,1661327423.059820,45605.000,5352,2,EA,1,100,0.206591
1104.839124,1104.839105,1661327423.125896,45669.000,5352,2,EA,1,100,0.206634
1104.907266,1104.907246,1661327423.194037,45735.000,5369,1,EA,1,100,0.206775
1104.975407,1104.975387,1661327423.262178,45801.000,5385,2,EA,1,100,0.206897
1105.043548,1105.043528,1661327423.330319,45867.000,5385,2,EA,1,100,0.206965
1105.108591,1105.108571,1661327423.395363,45930.000,5403,1,EA,1,100,0.207383
1105.174667,1105.174648,1661327423.461439,45994.000,5419,2,EA,1,100,0.207779
1105.240744,1105.240724,1661327423.527515,46058.000,5419,2,EA,1,100,0.207791
1105.308885,1105.308865,1661327423.595656,46124.000,5441,1,EA,1,100,0.207847
1105.374961,1105.374941,1661327423.661732,46188.000,5460,2,EA,1,100,0.207717
1105.441037,1105.441017,1661327423.727808,46252.000,5460,2,EA,1,100,0.207636
1105.507629,1105.507609,1661327423.794401,46316.500,5477,2,EA,1,100,0.207773
1105.574222,1105.574202,1661327423.860993,46381.000,5477,2,EA,1,100,0.207680
1105.642363,1105.642343,1661327423.929134,46447.000,5492,1,EA,1,100,0.207618
1105.708955,1105.708935,1661327423.995727,46511.500,5509,2,EA,1,100,0.207667
1105.775548,1105.775528,1661327424.062319,46576.000,5509,2,EA,1,100,0.207279
1105.842656,1105.842636,1661327424.129428,46641.000,5525,1,EA,1,100,0.207174
1105.909249,1105.909229,1661327424.196020,46705.500,5542,2,EA,1,100,0.207125
1105.975841,1105.975821,1661327424.262613,46770.000,5542,2,EA,1,100,0.207051
1106.040885,1106.040865,1661327424.327656,46833.000,5558,1,EA,1,100,0.206953
1106.106445,1106.106425,1661327424.393216,46896.500,5581,2,EA,1,100,0.206683
1106.172005,1106.171985,1661327424.458776,46960.000,5581,2,EA,1,100,0.206512
1106.238081,1106.238061,1661327424.524853,47024.000,5597,2,EA,1,100,0.206671
1106.304157,1106.304137,1661327424.590929,47088.000,5597,2,EA,1,100,0.206505
1106.372298,1106.372278,1661327424.659070,47154.000,5614,1,EA,1,100,0.206487
1106.438374,1106.438354,1661327424.725146,47218.000,5631,2,EA,1,100,0.206640
1106.504450,1106.504430,1661327424.791222,47282.000,5631,2,EA,1,100,0.206628
1106.571559,1106.571539,1661327424.858331,47347.000,5648,1,EA,1,100,0.206664
1106.637635,1106.637615,1661327424.924407,47411.000,5662,2,EA,1,100,0.206292
1106.703711,1106.703691,1661327424.990483,47475.000,5662,2,EA,1,100,0.206389
1106.769787,1106.769768,1661327425.056559,47539.000,5680,1,EA,1,100,0.206750
1106.835864,1106.835844,1661327425.122635,47603.000,5696,2,EA,1,100,0.206732
1106.901940,1106.901920,1661327425.188712,47667.000,5696,2,EA,1,100,0.206762
1106.969048,1106.969029,1661327425.255820,47732.000,5713,1,EA,1,100,0.206787
1107.035125,1107.035105,1661327425.321896,47796.000,5729,2,EA,1,100,0.206683
1107.101201,1107.101181,1661327425.387973,47860.000,5729,2,EA,1,100,0.206793
1107.167277,1107.167257,1661327425.454049,47924.000,5747,2,EA,1,100,0.206836
1107.233353,1107.233333,1661327425.520125,47988.000,5747,2,EA,1,100,0.206726
1107.300462,1107.300442,1661327425.587234,48053.000,5763,1,EA,1,100,0.206916
1107.366022,1107.366002,1661327425.652793,48116.500,5781,2,EA,1,100,0.206971
1107.431582,1107.431562,1661327425.718354,48180.000,5781,2,EA,1,100,0.206983
1107.497658,1107.497638,1661327425.784430,48244.000,5797,1,EA,1,100,0.206977
1107.564250,1107.564230,1661327425.851022,48308.500,5815,2,EA,1,100,0.206916
1107.630843,1107.630823,1661327425.917614,48373.000,5815,2,EA,1,100,0.206940
1107.697435,1107.697415,1661327425.984207,48437.500,5831,2,EA,1,100,0.206953
1107.764027,1107.764007,1661327426.050799,48502.000,5831,2,EA,1,100,0.207100
1107.830103,1107.830084,1661327426.116875,48566.000,5848,1,EA,1,100,0.207303
1107.896696,1107.896676,1661327426.183468,48630.500,5864,2,EA,1,100,0.207482
1107.963288,1107.963268,1661327426.250060,48695.000,5864,2,EA,1,100,0.207525
1108.029364,1108.029345,1661327426.316136,48759.000,5882,2,EA,1,100,0.207711
1108.095441,1108.095421,1661327426.382213,48823.000,5882,2,EA,1,100,0.207890
1108.161517,1108.161497,1661327426.448289,48887.000,5899,1,EA,1,100,0.207958
1108.227593,1108.227573,1661327426.514365,48951.000,5915,2,EA,1,100,0.207996
1108.293669,1108.293649,1661327426.580441,49015.000,5915,2,EA,1,100,0.208014
1108.361810,1108.361790,1661327426.648582,49081.000,5931,1,EA,1,100,0.208095
1108.427370,1108.427350,1661327426.714142,49144.500,5954,2,EA,1,100,0.208095
1108.492930,1108.492910,1661327426.779702,49208.000,5954,2,EA,1,100,0.208132
1108.559006,1108.558986,1661327426.845778,49272.000,5970,1,EA,1,100,0.208343
1108.625082,1108.625062,1661327426.911855,49336.000,5989,2,EA,1,100,0.208449
1108.691158,1108.691139,1661327426.977931,49400.000,5989,2,EA,1,100,0.208275
1108.757751,1108.757731,1661327427.044523,49464.500,6006,2,EA,1,100,0.208319
1108.824343,1108.824323,1661327427.111115,49529.000,6006,2,EA,1,100,0.208213
1108.892484,1108.892464,1661327427.179256,49595.000,6023,1,EA,1,100,0.208331
1108.960109,1108.960089,1661327427.246881,49660.500,6041,2,EA,1,100,0.208555
1109.027734,1109.027714,1661327427.314506,49726.000,6041,2,EA,1,100,0.208406
1109.093810,1109.093790,1661327427.380582,49790.000,6059,1,EA,1,100,0.208337
1109.160403,1109.160383,1661327427.447175,49854.500,6078,2,EA,1,100,0.208674
1109.226995,1109.226975,1661327427.513767,49919.000,6078,2,EA,1,100,0.208674
1109.294104,1109.294084,1661327427.580876,49984.000,6097,1,EA,1,100,0.208643
1109.360180,1109.360160,1661327427.646952,50048.000,6114,2,EA,1,100,0.208406
1109.426256,1109.426236,1661327427.713028,50112.000,6114,2,EA,1,100,0.208530
1109.492848,1109.492828,1661327427.779620,50176.500,6131,2,EA,1,100,0.208680
1109.559441,1109.559421,1661327427.846213,50241.000,6131,2,EA,1,100,0.208849
1109.626549,1109.626529,1661327427.913321,50306.000,6147,1,EA,1,100,0.208943
1109.693142,1109.693122,1661327427.979914,50370.500,6163,2,EA,1,100,0.208986
1109.759734,1109.759714,1661327428.046506,50435.000,6163,2,EA,1,100,0.209137
1109.826843,1109.826823,1661327428.113615,50500.000,6179,1,EA,1,100,0.209099
1109.892919,1109.892899,1661327428.179691,50564.000,6198,2,EA,1,100,0.209105
1109.958995,1109.958975,1661327428.245767,50628.000,6198,2,EA,1,100,0.209382
1110.026104,1110.026084,1661327428.312876,50693.000,6214,1,EA,1,100,0.209577
1110.092696,1110.092676,1661327428.379468,50757.500,6234,2,EA,1,100,0.209564
