LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EM
1108.904874,1108.904854,1661327427.191646,49607.000,6019,4,EM,1,100,PS
1108.956754,1108.956734,1661327427.243526,49657.250,6054,4,EM,1,100,RS
1109.008634,1109.008614,1661327427.295406,49707.500,6054,4,EM,1,100,RB
1109.060514,1109.060494,1661327427.347286,49757.750,6054,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1109.112394,1109.112374,1661327427.399166,49808.000,6054,4,EM,1,100,PS
1109.164274,1109.164254,1661327427.451046,49858.250,6091,4,EM,1,100,RS
1109.216154,1109.216134,1661327427.502927,49908.500,6091,4,EM,1,100,RB
1109.268034,1109.268015,1661327427.554807,49958.750,6091,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1109.319915,1109.319895,1661327427.606687,50009.000,6091,4,EM,1,100,PS
1109.371795,1109.371775,1661327427.658567,50059.250,6127,4,EM,1,100,RS
1109.423675,1109.423655,1661327427.710447,50109.500,6127,4,EM,1,100,RB
1109.475555,1109.475535,1661327427.762327,50159.750,6127,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1109.527435,1109.527415,1661327427.814207,50210.000,6127,4,EM,1,100,PS
1109.579315,1109.579295,1661327427.866087,50260.250,6158,4,EM,1,100,RS
1109.631195,1109.631175,1661327427.917968,50310.500,6158,4,EM,1,100,RB
1109.683075,1109.683055,1661327427.969848,50360.750,6158,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1109.734955,1109.734936,1661327428.021728,50411.000,6158,4,EM,1,100,PS
1109.786836,1109.786816,1661327428.073608,50461.250,6192,4,EM,1,100,RS
1109.838716,1109.838696,1661327428.125488,50511.500,6192,4,EM,1,100,RB
1109.890596,1109.890576,1661327428.177368,50561.750,6192,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1109.942476,1109.942456,1661327428.229248,50612.000,6192,4,EM,1,100,PS
1109.994356,1109.994336,1661327428.281128,50662.250,6227,4,EM,1,100,RS
1110.046236,1110.046216,1661327428.333009,50712.500,6227,4,EM,1,100,RB
1110.098116,1110.098096,1661327428.384889,50762.750,6227,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1110.149996,1110.149977,1661327428.436769,50813.000,6227,4,EM,1,100,PS
1110.201876,1110.201857,1661327428.488649,50863.250,6263,4,EM,1,100,RS
1110.253757,1110.253737,1661327428.540529,50913.500,6263,4,EM,1,100,RB
1110.305637,1110.305617,1661327428.592409,50963.750,6263,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1110.357517,1110.357497,1661327428.644289,51014.000,6263,4,EM,1,100,PS
1110.409397,1110.409377,1661327428.696169,51064.250,6297,4,EM,1,100,RS
1110.461277,1110.461257,1661327428.748049,51114.500,6297,4,EM,1,100,RB
1110.513157,1110.513137,1661327428.799930,51164.750,6297,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1110.565037,1110.565017,1661327428.851810,51215.000,6297,4,EM,1,100,PS
1110.623112,1110.623092,1661327428.909884,51271.250,6338,4,EM,1,100,RS
1110.681187,1110.681167,1661327428.967959,51327.500,6338,4,EM,1,100,RB
1110.739262,1110.739242,1661327429.026034,51383.750,6338,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1110.797336,1110.797317,1661327429.084109,51440.000,6338,4,EM,1,100,PS
1110.849216,1110.849197,1661327429.135989,51490.250,6374,4,EM,1,100,RS
1110.901097,1110.901077,1661327429.187869,51540.500,6374,4,EM,1,100,RB
1110.952977,1110.952957,1661327429.239749,51590.750,6374,4,EM,1,100,2022-08-24_09-50-13-292108.csv
1111.004857,1111.004837,1661327429.291629,51641.000,6374,4,EM,1,100,PS
1111.057511,1111.057491,1661327429.344284,51692.000,6410,4,EM,1,100,RS
1111.110166,1111.110146,1661327429.396938,51743.000,6410,4,EM,1,100,RB
