LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SF
1202.352060,1202.352042,1661327520.638850,140118.000,21376,1,SF,1,100,128.0114
1202.680376,1202.680358,1661327520.967166,140436.000,21425,1,SF,1,100,126.5305
1202.950875,1202.950858,1661327521.237665,140698.000,21478,1,SF,1,100,125.0668
1203.283321,1203.283303,1661327521.570111,141020.000,21529,1,SF,1,100,123.6200
1203.618864,1203.618846,1661327521.905654,141345.000,21579,1,SF,1,100,124.2722
1204.015321,1204.015303,1661327522.302111,141729.000,21647,1,SF,1,100,122.8347
1204.284788,1204.284770,1661327522.571578,141990.000,21683,1,SF,1,100,121.4137
1204.681245,1204.681227,1661327522.968035,142374.000,21748,1,SF,1,100,120.0092
1205.018853,1205.018835,1661327523.305643,142701.000,21801,1,SF,1,100,118.6209
1205.286254,1205.286237,1661327523.573045,142960.000,21851,1,SF,1,100,119.3309
1205.618700,1205.618683,1661327523.905491,143282.000,21900,1,SF,1,100,117.9505
1206.018255,1206.018237,1661327524.305045,143669.000,21962,1,SF,1,100,118.6683
1206.284624,1206.284607,1661327524.571415,143927.000,22015,1,SF,1,100,119.3778
