LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1103.108755,1103.108735,1661327421.395526,43993.000,5078,2,EL,1,100,-12834.799805
1103.174831,1103.174811,1661327421.461602,44057.000,5078,2,EL,1,100,-12830.799805
1103.240907,1103.240887,1661327421.527678,44121.000,5095,1,EL,1,100,-12830.599609
1103.307500,1103.307480,1661327421.594271,44185.500,5109,2,EL,1,100,-12840.000000
1103.374092,1103.374072,1661327421.660863,44250.000,5109,2,EL,1,100,-12844.400391
1103.439136,1103.439116,1661327421.725907,44313.000,5129,1,EL,1,100,-12840.400391
1103.505212,1103.505192,1661327421.791983,44377.000,5145,2,EL,1,100,-12834.400391
1103.571288,1103.571268,1661327421.858059,44441.000,5145,2,EL,1,100,-12837.200195
1103.638397,1103.638377,1661327421.925168,44506.000,5163,1,EL,1,100,-12842.000000
1103.706538,1103.706518,1661327421.993309,44572.000,5178,2,EL,1,100,-12842.599609
1103.774679,1103.774659,1661327422.061450,44638.000,5178,2,EL,1,100,-12851.400391
1103.841787,1103.841767,1661327422.128559,44703.000,5195,1,EL,1,100,-12854.400391
1103.908380,1103.908360,1661327422.195151,44767.500,5211,2,EL,1,100,-12852.799805
1103.974972,1103.974952,1661327422.261743,44832.000,5211,2,EL,1,100,-12858.000000
1104.041048,1104.041028,1661327422.327820,44896.000,5231,2,EL,1,100,-12853.799805
1104.107124,1104.107104,1661327422.393896,44960.000,5231,2,EL,1,100,-12846.400391
1104.173201,1104.173181,1661327422.459972,45024.000,5249,1,EL,1,100,-12853.799805
1104.239277,1104.239257,1661327422.526048,45088.000,5264,2,EL,1,100,-12859.599609
1104.305353,1104.305333,1661327422.592124,45152.000,5264,2,EL,1,100,-12854.200195
1104.373494,1104.373474,1661327422.660265,45218.000,5280,1,EL,1,100,-12859.000000
1104.440603,1104.440583,1661327422.727374,45283.000,5298,2,EL,1,100,-12859.200195
1104.507711,1104.507691,1661327422.794482,45348.000,5298,2,EL,1,100,-12862.000000
1104.573787,1104.573767,1661327422.860559,45412.000,5317,1,EL,1,100,-12867.400391
1104.640380,1104.640360,1661327422.927151,45476.500,5335,2,EL,1,100,-12877.000000
1104.706972,1104.706952,1661327422.993743,45541.000,5335,2,EL,1,100,-12878.799805
1104.773048,1104.773028,1661327423.059820,45605.000,5353,2,EL,1,100,-12877.200195
1104.839124,1104.839105,1661327423.125896,45669.000,5353,2,EL,1,100,-12878.599609
1104.907266,1104.907246,1661327423.194037,45735.000,5370,1,EL,1,100,-12883.200195
1104.975407,1104.975387,1661327423.262178,45801.000,5386,2,EL,1,100,-12887.200195
1105.043548,1105.043528,1661327423.330319,45867.000,5386,2,EL,1,100,-12889.400391
1105.108591,1105.108571,1661327423.395363,45930.000,5404,1,EL,1,100,-12903.000000
1105.174667,1105.174648,1661327423.461439,45994.000,5420,2,EL,1,100,-12915.799805
1105.240744,1105.240724,1661327423.527515,46058.000,5420,2,EL,1,100,-12916.200195
1105.308885,1105.308865,1661327423.595656,46124.000,5442,1,EL,1,100,-12918.000000
1105.374961,1105.374941,1661327423.661732,46188.000,5461,2,EL,1,100,-12913.799805
1105.441037,1105.441017,1661327423.727808,46252.000,5461,2,EL,1,100,-12911.200195
1105.507629,1105.507609,1661327423.794401,46316.500,5478,2,EL,1,100,-12915.599609
1105.574222,1105.574202,1661327423.860993,46381.000,5478,2,EL,1,100,-12912.599609
1105.642363,1105.642343,1661327423.929134,46447.000,5493,1,EL,1,100,-12910.599609
1105.708955,1105.708935,1661327423.995727,46511.500,5510,2,EL,1,100,-12912.200195
1105.775548,1105.775528,1661327424.062319,46576.000,5510,2,EL,1,100,-12899.599609
1105.842656,1105.842636,1661327424.129428,46641.000,5526,1,EL,1,100,-12896.200195
1105.909249,1105.909229,1661327424.196020,46705.500,5543,2,EL,1,100,-12894.599609
1105.975841,1105.975821,1661327424.262613,46770.000,5543,2,EL,1,100,-12892.200195
1106.040885,1106.040865,1661327424.327656,46833.000,5559,1,EL,1,100,-12889.000000
1106.106445,1106.106425,1661327424.393216,46896.500,5582,2,EL,1,100,-12880.200195
1106.172005,1106.171985,1661327424.458776,46960.000,5582,2,EL,1,100,-12874.599609
1106.238081,1106.238061,1661327424.524853,47024.000,5598,2,EL,1,100,-12879.799805
1106.304157,1106.304137,1661327424.590929,47088.000,5598,2,EL,1,100,-12874.400391
1106.372298,1106.372278,1661327424.659070,47154.000,5615,1,EL,1,100,-12873.799805
1106.438374,1106.438354,1661327424.725146,47218.000,5632,2,EL,1,100,-12878.799805
1106.504450,1106.504430,1661327424.791222,47282.000,5632,2,EL,1,100,-12878.400391
1106.571559,1106.571539,1661327424.858331,47347.000,5649,1,EL,1,100,-12879.599609
1106.637635,1106.637615,1661327424.924407,47411.000,5663,2,EL,1,100,-12867.400391
1106.703711,1106.703691,1661327424.990483,47475.000,5663,2,EL,1,100,-12870.599609
1106.769787,1106.769768,1661327425.056559,47539.000,5681,1,EL,1,100,-12882.400391
1106.835864,1106.835844,1661327425.122635,47603.000,5697,2,EL,1,100,-12881.799805
1106.901940,1106.901920,1661327425.188712,47667.000,5697,2,EL,1,100,-12882.799805
1106.969048,1106.969029,1661327425.255820,47732.000,5714,1,EL,1,100,-12883.599609
1107.035125,1107.035105,1661327425.321896,47796.000,5730,2,EL,1,100,-12880.200195
1107.101201,1107.101181,1661327425.387973,47860.000,5730,2,EL,1,100,-12883.799805
1107.167277,1107.167257,1661327425.454049,47924.000,5748,2,EL,1,100,-12885.200195
1107.233353,1107.233333,1661327425.520125,47988.000,5748,2,EL,1,100,-12881.599609
1107.300462,1107.300442,1661327425.587234,48053.000,5764,1,EL,1,100,-12887.799805
1107.366022,1107.366002,1661327425.652793,48116.500,5782,2,EL,1,100,-12889.599609
1107.431582,1107.431562,1661327425.718354,48180.000,5782,2,EL,1,100,-12890.000000
1107.497658,1107.497638,1661327425.784430,48244.000,5798,1,EL,1,100,-12889.799805
