TE0,TE1,TL0,TL1,LC0,LC1,LM0,LM1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
41027.000000,117847.000000,1661327418.333308,1661327497.645372,1100.046517,1179.358568,1100.046538,1179.358586,21,36181,144082,1.5.10
