LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1120.782409,1120.782389,1661327439.069183,61111.333,7990,3,PI,1,100,156513
1120.822330,1120.822310,1661327439.109104,61150.000,7990,3,PI,1,100,156515
1120.862251,1120.862231,1661327439.149025,61188.667,8007,3,PI,1,100,156519
1120.902172,1120.902152,1661327439.188946,61227.333,8007,3,PI,1,100,156523
1120.942093,1120.942073,1661327439.228867,61266.000,8007,3,PI,1,100,156521
1120.981842,1120.981822,1661327439.268616,61304.500,8023,2,PI,1,100,156531
1121.021591,1121.021571,1661327439.308365,61343.000,8023,2,PI,1,100,156536
1121.061340,1121.061320,1661327439.348114,61381.500,8048,4,PI,1,100,156538
1121.101089,1121.101069,1661327439.387863,61420.000,8048,4,PI,1,100,156545
1121.140837,1121.140818,1661327439.427612,61458.500,8048,4,PI,1,100,156542
1121.180586,1121.180567,1661327439.467361,61497.000,8048,4,PI,1,100,156552
1121.221196,1121.221176,1661327439.507970,61536.333,8064,3,PI,1,100,156562
1121.261805,1121.261786,1661327439.548580,61575.667,8064,3,PI,1,100,156557
1121.302414,1121.302395,1661327439.589189,61615.000,8064,3,PI,1,100,156538
1121.342335,1121.342316,1661327439.629110,61653.667,8082,3,PI,1,100,156522
1121.382256,1121.382237,1661327439.669031,61692.333,8082,3,PI,1,100,156534
1121.422177,1121.422158,1661327439.708952,61731.000,8082,3,PI,1,100,156537
1121.462443,1121.462423,1661327439.749217,61770.000,8101,2,PI,1,100,156535
1121.502708,1121.502688,1661327439.789482,61809.000,8101,2,PI,1,100,156533
1121.542629,1121.542609,1661327439.829403,61847.667,8116,3,PI,1,100,156528
1121.582550,1121.582530,1661327439.869324,61886.333,8116,3,PI,1,100,156524
1121.622471,1121.622451,1661327439.909245,61925.000,8116,3,PI,1,100,156507
1121.661187,1121.661168,1661327439.947962,61962.500,8132,2,PI,1,100,156520
1121.699904,1121.699884,1661327439.986678,62000.000,8132,2,PI,1,100,156538
1121.740169,1121.740149,1661327440.026944,62039.000,8150,3,PI,1,100,156537
1121.780434,1121.780415,1661327440.067209,62078.000,8150,3,PI,1,100,156540
1121.820699,1121.820680,1661327440.107474,62117.000,8150,3,PI,1,100,156549
1121.861309,1121.861289,1661327440.148083,62156.333,8166,3,PI,1,100,156544
1121.901918,1121.901898,1661327440.188693,62195.667,8166,3,PI,1,100,156562
1121.942527,1121.942508,1661327440.229302,62235.000,8166,3,PI,1,100,156564
1121.982276,1121.982257,1661327440.269051,62273.500,8183,2,PI,1,100,156565
1122.022025,1122.022006,1661327440.308800,62312.000,8183,2,PI,1,100,156567
1122.061946,1122.061927,1661327440.348721,62350.667,8202,3,PI,1,100,156578
1122.101867,1122.101848,1661327440.388642,62389.333,8202,3,PI,1,100,156597
1122.141788,1122.141769,1661327440.428563,62428.000,8202,3,PI,1,100,156592
1122.181537,1122.181518,1661327440.468312,62466.500,8219,2,PI,1,100,156599
1122.221286,1122.221267,1661327440.508061,62505.000,8219,2,PI,1,100,156578
1122.260863,1122.260843,1661327440.547638,62543.333,8237,3,PI,1,100,156565
1122.300440,1122.300420,1661327440.587214,62581.667,8237,3,PI,1,100,156577
1122.340017,1122.339997,1661327440.626791,62620.000,8237,3,PI,1,100,156569
1122.379594,1122.379574,1661327440.666368,62658.333,8255,3,PI,1,100,156575
1122.419170,1122.419151,1661327440.705945,62696.667,8255,3,PI,1,100,156574
1122.458747,1122.458728,1661327440.745522,62735.000,8255,3,PI,1,100,156570
1122.498496,1122.498477,1661327440.785271,62773.500,8272,2,PI,1,100,156567
1122.538245,1122.538226,1661327440.825020,62812.000,8272,2,PI,1,100,156551
1122.578166,1122.578147,1661327440.864941,62850.667,8288,3,PI,1,100,156555
1122.618087,1122.618068,1661327440.904862,62889.333,8288,3,PI,1,100,156568
1122.658008,1122.657989,1661327440.944783,62928.000,8288,3,PI,1,100,156560
1122.697585,1122.697566,1661327440.984360,62966.333,8305,3,PI,1,100,156553
1122.737162,1122.737142,1661327441.023937,63004.667,8305,3,PI,1,100,156558
1122.776739,1122.776719,1661327441.063514,63043.000,8305,3,PI,1,100,156572
1122.817004,1122.816984,1661327441.103779,63082.000,8322,2,PI,1,100,156574
1122.857269,1122.857250,1661327441.144044,63121.000,8322,2,PI,1,100,156592
1122.896502,1122.896482,1661327441.183277,63159.000,8340,3,PI,1,100,156595
1122.935735,1122.935715,1661327441.222509,63197.000,8340,3,PI,1,100,156592
1122.974967,1122.974948,1661327441.261742,63235.000,8340,3,PI,1,100,156592
1123.014716,1123.014697,1661327441.301491,63273.500,8359,2,PI,1,100,156607
1123.054465,1123.054446,1661327441.341240,63312.000,8359,2,PI,1,100,156626
1123.094386,1123.094367,1661327441.381161,63350.667,8377,3,PI,1,100,156615
1123.134307,1123.134288,1661327441.421082,63389.333,8377,3,PI,1,100,156607
1123.174228,1123.174209,1661327441.461003,63428.000,8377,3,PI,1,100,156596
1123.214149,1123.214130,1661327441.500924,63466.667,8394,3,PI,1,100,156596
1123.254070,1123.254051,1661327441.540845,63505.333,8394,3,PI,1,100,156596
1123.293991,1123.293972,1661327441.580766,63544.000,8394,3,PI,1,100,156594
1123.334256,1123.334237,1661327441.621032,63583.000,8413,2,PI,1,100,156584
1123.374522,1123.374502,1661327441.661297,63622.000,8413,2,PI,1,100,156590
1123.419261,1123.419241,1661327441.706036,63665.333,8430,3,PI,1,100,156586
1123.464000,1123.463980,1661327441.750775,63708.667,8430,3,PI,1,100,156582
1123.508739,1123.508719,1661327441.795514,63752.000,8430,3,PI,1,100,156587
1123.548488,1123.548468,1661327441.835263,63790.500,8446,2,PI,1,100,156605
1123.588237,1123.588217,1661327441.875012,63829.000,8446,2,PI,1,100,156614
1123.628158,1123.628138,1661327441.914933,63867.667,8463,3,PI,1,100,156610
1123.668079,1123.668059,1661327441.954854,63906.333,8463,3,PI,1,100,156624
1123.708000,1123.707980,1661327441.994775,63945.000,8463,3,PI,1,100,156624
1123.747233,1123.747213,1661327442.034008,63983.000,8480,2,PI,1,100,156617
1123.786465,1123.786446,1661327442.073240,64021.000,8480,2,PI,1,100,156622
1123.826042,1123.826023,1661327442.112817,64059.333,8497,3,PI,1,100,156631
1123.865619,1123.865600,1661327442.152394,64097.667,8497,3,PI,1,100,156640
1123.905196,1123.905176,1661327442.191971,64136.000,8497,3,PI,1,100,156656
1123.945461,1123.945442,1661327442.232236,64175.000,8512,3,PI,1,100,156664
1123.985726,1123.985707,1661327442.272501,64214.000,8512,3,PI,1,100,156661
1124.025991,1124.025972,1661327442.312766,64253.000,8512,3,PI,1,100,156655
1124.066773,1124.066753,1661327442.353548,64292.500,8533,2,PI,1,100,156637
1124.107554,1124.107535,1661327442.394329,64332.000,8533,2,PI,1,100,156628
1124.147819,1124.147800,1661327442.434594,64371.000,8549,3,PI,1,100,156626
1124.188084,1124.188065,1661327442.474859,64410.000,8549,3,PI,1,100,156627
1124.228350,1124.228330,1661327442.515125,64449.000,8549,3,PI,1,100,156628
1124.268271,1124.268251,1661327442.555046,64487.667,8566,3,PI,1,100,156630
1124.308192,1124.308172,1661327442.594967,64526.333,8566,3,PI,1,100,156633
1124.348113,1124.348093,1661327442.634888,64565.000,8566,3,PI,1,100,156635
1124.387345,1124.387326,1661327442.674120,64603.000,8583,2,PI,1,100,156617
1124.426578,1124.426559,1661327442.713353,64641.000,8583,2,PI,1,100,156620
1124.466155,1124.466136,1661327442.752930,64679.333,8603,3,PI,1,100,156633
1124.505732,1124.505712,1661327442.792507,64717.667,8603,3,PI,1,100,156644
1124.545309,1124.545289,1661327442.832084,64756.000,8603,3,PI,1,100,156636
1124.585574,1124.585554,1661327442.872349,64795.000,8619,2,PI,1,100,156649
1124.625839,1124.625820,1661327442.912614,64834.000,8619,2,PI,1,100,156648
1124.666792,1124.666773,1661327442.953568,64873.667,8637,3,PI,1,100,156640
1124.707746,1124.707727,1661327442.994521,64913.333,8637,3,PI,1,100,156651
1124.748699,1124.748680,1661327443.035475,64953.000,8637,3,PI,1,100,156667
1124.789309,1124.789289,1661327443.076084,64992.333,8653,3,PI,1,100,156675
1124.829918,1124.829899,1661327443.116693,65031.667,8653,3,PI,1,100,156675
1124.870527,1124.870508,1661327443.157303,65071.000,8653,3,PI,1,100,156685
1124.910276,1124.910257,1661327443.197052,65109.500,8670,2,PI,1,100,156689
1124.950025,1124.950006,1661327443.236800,65148.000,8670,2,PI,1,100,156675
1124.988914,1124.988894,1661327443.275689,65185.667,8685,3,PI,1,100,156664
1125.027802,1125.027783,1661327443.314578,65223.333,8685,3,PI,1,100,156658
1125.066691,1125.066672,1661327443.353466,65261.000,8685,3,PI,1,100,156647
1125.106612,1125.106593,1661327443.393387,65299.667,8704,3,PI,1,100,156646
1125.146533,1125.146514,1661327443.433308,65338.333,8704,3,PI,1,100,156641
1125.186454,1125.186435,1661327443.473229,65377.000,8704,3,PI,1,100,156630
1125.226719,1125.226700,1661327443.513494,65416.000,8720,2,PI,1,100,156636
1125.266984,1125.266965,1661327443.553760,65455.000,8720,2,PI,1,100,156615
1125.306905,1125.306886,1661327443.593681,65493.667,8738,3,PI,1,100,156599
1125.346826,1125.346807,1661327443.633602,65532.333,8738,3,PI,1,100,156592
1125.386747,1125.386728,1661327443.673523,65571.000,8738,3,PI,1,100,156595
1125.426496,1125.426477,1661327443.713272,65609.500,8753,2,PI,1,100,156589
1125.466245,1125.466226,1661327443.753021,65648.000,8753,2,PI,1,100,156557
1125.506166,1125.506147,1661327443.792942,65686.667,8769,3,PI,1,100,156562
1125.546087,1125.546068,1661327443.832863,65725.333,8769,3,PI,1,100,156567
1125.586008,1125.585989,1661327443.872784,65764.000,8769,3,PI,1,100,156564
1125.625241,1125.625222,1661327443.912016,65802.000,8785,3,PI,1,100,156563
1125.664474,1125.664454,1661327443.951249,65840.000,8785,3,PI,1,100,156566
1125.703706,1125.703687,1661327443.990482,65878.000,8785,3,PI,1,100,156571
1125.745004,1125.744985,1661327444.031780,65918.000,8805,2,PI,1,100,156567
1125.786302,1125.786282,1661327444.073077,65958.000,8805,2,PI,1,100,156575
1125.826567,1125.826547,1661327444.113342,65997.000,8821,3,PI,1,100,156589
1125.866832,1125.866813,1661327444.153607,66036.000,8821,3,PI,1,100,156589
1125.907097,1125.907078,1661327444.193873,66075.000,8821,3,PI,1,100,156589
1125.946846,1125.946827,1661327444.233622,66113.500,8836,2,PI,1,100,156581
1125.986595,1125.986576,1661327444.273371,66152.000,8836,2,PI,1,100,156567
1126.026172,1126.026153,1661327444.312948,66190.333,8856,3,PI,1,100,156561
1126.065749,1126.065729,1661327444.352524,66228.667,8856,3,PI,1,100,156551
1126.105326,1126.105306,1661327444.392101,66267.000,8856,3,PI,1,100,156556
1126.145247,1126.145227,1661327444.432022,66305.667,8879,3,PI,1,100,156564
1126.185168,1126.185148,1661327444.471943,66344.333,8879,3,PI,1,100,156572
1126.225089,1126.225069,1661327444.511864,66383.000,8879,3,PI,1,100,156554
1126.264838,1126.264818,1661327444.551613,66421.500,8895,2,PI,1,100,156536
1126.304587,1126.304567,1661327444.591362,66460.000,8895,2,PI,1,100,156537
1126.345196,1126.345177,1661327444.631972,66499.333,8918,3,PI,1,100,156544
1126.385805,1126.385786,1661327444.672581,66538.667,8918,3,PI,1,100,156532
1126.426415,1126.426395,1661327444.713190,66578.000,8918,3,PI,1,100,156539
1126.466680,1126.466660,1661327444.753455,66617.000,8932,3,PI,1,100,156551
1126.506945,1126.506926,1661327444.793720,66656.000,8932,3,PI,1,100,156547
1126.547210,1126.547191,1661327444.833986,66695.000,8932,3,PI,1,100,156542
1126.586959,1126.586940,1661327444.873734,66733.500,8949,2,PI,1,100,156554
1126.626708,1126.626689,1661327444.913484,66772.000,8949,2,PI,1,100,156575
1126.666629,1126.666610,1661327444.953405,66810.667,8966,3,PI,1,100,156578
1126.706550,1126.706531,1661327444.993325,66849.333,8966,3,PI,1,100,156590
1126.746471,1126.746452,1661327445.033247,66888.000,8966,3,PI,1,100,156589
1126.786736,1126.786717,1661327445.073512,66927.000,8983,2,PI,1,100,156591
1126.827001,1126.826982,1661327445.113777,66966.000,8983,2,PI,1,100,156576
1126.866234,1126.866215,1661327445.153010,67004.000,8998,3,PI,1,100,156558
1126.905467,1126.905447,1661327445.192242,67042.000,8998,3,PI,1,100,156544
1126.944700,1126.944680,1661327445.231475,67080.000,8998,3,PI,1,100,156539
1126.985653,1126.985634,1661327445.272429,67119.667,9017,3,PI,1,100,156535
1127.026606,1127.026587,1661327445.313382,67159.333,9017,3,PI,1,100,156540
1127.067560,1127.067541,1661327445.354336,67199.000,9017,3,PI,1,100,156557
1127.107309,1127.107289,1661327445.394084,67237.500,9035,2,PI,1,100,156557
1127.147058,1127.147038,1661327445.433833,67276.000,9035,2,PI,1,100,156544
1127.187323,1127.187304,1661327445.474099,67315.000,9054,3,PI,1,100,156534
1127.227588,1127.227569,1661327445.514364,67354.000,9054,3,PI,1,100,156549
1127.267853,1127.267834,1661327445.554629,67393.000,9054,3,PI,1,100,156563
1127.307602,1127.307583,1661327445.594378,67431.500,9070,2,PI,1,100,156574
1127.347351,1127.347332,1661327445.634127,67470.000,9070,2,PI,1,100,156571
1127.387272,1127.387253,1661327445.674048,67508.667,9086,3,PI,1,100,156578
1127.427193,1127.427174,1661327445.713969,67547.333,9086,3,PI,1,100,156581
1127.467114,1127.467095,1661327445.753890,67586.000,9086,3,PI,1,100,156575
1127.506347,1127.506328,1661327445.793123,67624.000,9102,3,PI,1,100,156587
1127.545580,1127.545560,1661327445.832355,67662.000,9102,3,PI,1,100,156596
1127.584812,1127.584793,1661327445.871588,67700.000,9102,3,PI,1,100,156598
1127.626110,1127.626091,1661327445.912886,67740.000,9122,2,PI,1,100,156608
1127.667408,1127.667388,1661327445.954183,67780.000,9122,2,PI,1,100,156613
1127.707673,1127.707653,1661327445.994448,67819.000,9139,3,PI,1,100,156620
1127.747938,1127.747919,1661327446.034714,67858.000,9139,3,PI,1,100,156620
1127.788203,1127.788184,1661327446.074979,67897.000,9139,3,PI,1,100,156607
1127.827952,1127.827933,1661327446.114728,67935.500,9155,2,PI,1,100,156598
1127.867701,1127.867682,1661327446.154477,67974.000,9155,2,PI,1,100,156586
1127.907622,1127.907603,1661327446.194398,68012.667,9170,3,PI,1,100,156590
1127.947543,1127.947524,1661327446.234319,68051.333,9170,3,PI,1,100,156577
1127.987464,1127.987445,1661327446.274240,68090.000,9170,3,PI,1,100,156596
1128.027385,1128.027366,1661327446.314161,68128.667,9188,3,PI,1,100,156589
1128.067306,1128.067287,1661327446.354082,68167.333,9188,3,PI,1,100,156571
1128.107227,1128.107208,1661327446.394003,68206.000,9188,3,PI,1,100,156566
1128.146460,1128.146440,1661327446.433236,68244.000,9206,2,PI,1,100,156559
1128.185693,1128.185673,1661327446.472468,68282.000,9206,2,PI,1,100,156563
1128.225614,1128.225594,1661327446.512389,68320.667,9225,3,PI,1,100,156567
1128.265535,1128.265515,1661327446.552310,68359.333,9225,3,PI,1,100,156556
1128.305456,1128.305436,1661327446.592232,68398.000,9225,3,PI,1,100,156573
1128.350883,1128.350864,1661327446.637659,68442.000,9241,2,PI,1,100,156577
1128.396310,1128.396291,1661327446.683086,68486.000,9241,2,PI,1,100,156585
1128.435887,1128.435868,1661327446.722663,68524.333,9259,3,PI,1,100,156581
1128.475464,1128.475445,1661327446.762240,68562.667,9259,3,PI,1,100,156604
1128.515041,1128.515022,1661327446.801817,68601.000,9259,3,PI,1,100,156610
1128.555650,1128.555631,1661327446.842426,68640.333,9275,3,PI,1,100,156612
1128.596260,1128.596240,1661327446.883035,68679.667,9275,3,PI,1,100,156624
1128.636869,1128.636850,1661327446.923645,68719.000,9275,3,PI,1,100,156633
1128.678166,1128.678147,1661327446.964942,68759.000,9293,2,PI,1,100,156619
1128.719464,1128.719445,1661327447.006240,68799.000,9293,2,PI,1,100,156615
1128.759385,1128.759366,1661327447.046161,68837.667,9311,3,PI,1,100,156604
1128.799306,1128.799287,1661327447.086082,68876.333,9311,3,PI,1,100,156603
1128.839227,1128.839208,1661327447.126003,68915.000,9311,3,PI,1,100,156612
1128.878976,1128.878957,1661327447.165752,68953.500,9328,2,PI,1,100,156600
1128.918725,1128.918706,1661327447.205501,68992.000,9328,2,PI,1,100,156584
1128.957614,1128.957594,1661327447.244390,69029.667,9344,3,PI,1,100,156581
1128.996502,1128.996483,1661327447.283278,69067.333,9344,3,PI,1,100,156577
1129.035391,1129.035371,1661327447.322167,69105.000,9344,3,PI,1,100,156580
1129.075312,1129.075292,1661327447.362088,69143.667,9367,3,PI,1,100,156573
1129.115233,1129.115213,1661327447.402009,69182.333,9367,3,PI,1,100,156585
1129.155154,1129.155134,1661327447.441930,69221.000,9367,3,PI,1,100,156581
1129.195935,1129.195916,1661327447.482711,69260.500,9383,2,PI,1,100,156600
1129.236717,1129.236697,1661327447.523493,69300.000,9383,2,PI,1,100,156611
1129.277670,1129.277651,1661327447.564446,69339.667,9400,3,PI,1,100,156605
1129.318623,1129.318604,1661327447.605400,69379.333,9400,3,PI,1,100,156601
1129.359577,1129.359558,1661327447.646353,69419.000,9400,3,PI,1,100,156606
1129.399154,1129.399134,1661327447.685930,69457.333,9415,3,PI,1,100,156619
1129.438731,1129.438711,1661327447.725507,69495.667,9415,3,PI,1,100,156627
1129.478308,1129.478288,1661327447.765084,69534.000,9415,3,PI,1,100,156629
1129.518056,1129.518037,1661327447.804833,69572.500,9432,2,PI,1,100,156644
1129.557805,1129.557786,1661327447.844582,69611.000,9432,2,PI,1,100,156650
1129.596694,1129.596675,1661327447.883470,69648.667,9448,3,PI,1,100,156645
1129.635583,1129.635563,1661327447.922359,69686.333,9448,3,PI,1,100,156631
1129.674471,1129.674452,1661327447.961247,69724.000,9448,3,PI,1,100,156631
1129.714736,1129.714717,1661327448.001513,69763.000,9466,3,PI,1,100,156607
1129.755001,1129.754982,1661327448.041778,69802.000,9466,3,PI,1,100,156603
1129.795267,1129.795247,1661327448.082043,69841.000,9466,3,PI,1,100,156594
1129.836048,1129.836029,1661327448.122824,69880.500,9481,2,PI,1,100,156589
1129.876829,1129.876810,1661327448.163606,69920.000,9481,2,PI,1,100,156580
1129.917783,1129.917764,1661327448.204559,69959.667,9499,3,PI,1,100,156585
1129.958736,1129.958717,1661327448.245512,69999.333,9499,3,PI,1,100,156575
1129.999690,1129.999670,1661327448.286466,70039.000,9499,3,PI,1,100,156566
1130.039439,1130.039419,1661327448.326215,70077.500,9516,2,PI,1,100,156582
1130.079188,1130.079168,1661327448.365964,70116.000,9516,2,PI,1,100,156578
1130.119109,1130.119089,1661327448.405885,70154.667,9537,3,PI,1,100,156592
1130.159030,1130.159010,1661327448.445806,70193.333,9537,3,PI,1,100,156602
1130.198951,1130.198931,1661327448.485727,70232.000,9537,3,PI,1,100,156600
1130.238183,1130.238164,1661327448.524960,70270.000,9553,3,PI,1,100,156591
1130.277416,1130.277397,1661327448.564193,70308.000,9553,3,PI,1,100,156590
1130.316649,1130.316630,1661327448.603425,70346.000,9553,3,PI,1,100,156616
1130.356398,1130.356379,1661327448.643174,70384.500,9569,2,PI,1,100,156621
1130.396147,1130.396127,1661327448.682923,70423.000,9569,2,PI,1,100,156618
1130.436756,1130.436737,1661327448.723532,70462.333,9587,3,PI,1,100,156625
1130.477365,1130.477346,1661327448.764142,70501.667,9587,3,PI,1,100,156644
1130.517975,1130.517955,1661327448.804751,70541.000,9587,3,PI,1,100,156651
1130.559272,1130.559253,1661327448.846049,70581.000,9606,2,PI,1,100,156653
1130.600570,1130.600551,1661327448.887346,70621.000,9606,2,PI,1,100,156663
1130.640491,1130.640472,1661327448.927267,70659.667,9626,3,PI,1,100,156651
1130.680412,1130.680393,1661327448.967188,70698.333,9626,3,PI,1,100,156630
1130.720333,1130.720314,1661327449.007109,70737.000,9626,3,PI,1,100,156630
1130.760082,1130.760063,1661327449.046858,70775.500,9642,2,PI,1,100,156621
1130.799831,1130.799812,1661327449.086607,70814.000,9642,2,PI,1,100,156611
1130.839064,1130.839044,1661327449.125840,70852.000,9657,3,PI,1,100,156620
1130.878296,1130.878277,1661327449.165073,70890.000,9657,3,PI,1,100,156618
1130.917529,1130.917510,1661327449.204305,70928.000,9657,3,PI,1,100,156606
1130.958482,1130.958463,1661327449.245259,70967.667,9674,3,PI,1,100,156602
1130.999436,1130.999417,1661327449.286212,71007.333,9674,3,PI,1,100,156611
1131.040389,1131.040370,1661327449.327166,71047.000,9674,3,PI,1,100,156619
1131.080655,1131.080635,1661327449.367431,71086.000,9693,2,PI,1,100,156617
1131.120920,1131.120900,1661327449.407696,71125.000,9693,2,PI,1,100,156624
1131.160841,1131.160821,1661327449.447617,71163.667,9710,3,PI,1,100,156630
1131.200762,1131.200742,1661327449.487538,71202.333,9710,3,PI,1,100,156630
1131.240683,1131.240664,1661327449.527459,71241.000,9710,3,PI,1,100,156649
1131.280432,1131.280412,1661327449.567208,71279.500,9724,2,PI,1,100,156652
1131.320181,1131.320161,1661327449.606957,71318.000,9724,2,PI,1,100,156668
1131.360102,1131.360082,1661327449.646878,71356.667,9742,3,PI,1,100,156691
1131.400023,1131.400003,1661327449.686799,71395.333,9742,3,PI,1,100,156703
1131.439944,1131.439924,1661327449.726720,71434.000,9742,3,PI,1,100,156711
1131.479865,1131.479845,1661327449.766641,71472.667,9760,3,PI,1,100,156716
1131.519786,1131.519766,1661327449.806562,71511.333,9760,3,PI,1,100,156729
1131.559707,1131.559688,1661327449.846483,71550.000,9760,3,PI,1,100,156743
1131.601004,1131.600985,1661327449.887781,71590.000,9777,2,PI,1,100,156740
1131.642302,1131.642283,1661327449.929079,71630.000,9777,2,PI,1,100,156737
1131.682154,1131.682135,1661327449.968931,71668.600,9798,5,PI,1,100,156719
1131.722006,1131.721987,1661327450.008783,71707.200,9798,5,PI,1,100,156709
1131.761859,1131.761839,1661327450.048635,71745.800,9798,5,PI,1,100,156707
1131.801711,1131.801691,1661327450.088487,71784.400,9798,5,PI,1,100,156692
1131.841563,1131.841544,1661327450.128340,71823.000,9798,5,PI,1,100,156688
1131.881828,1131.881809,1661327450.168605,71862.000,9816,2,PI,1,100,156688
1131.922093,1131.922074,1661327450.208870,71901.000,9816,2,PI,1,100,156695
1131.962014,1131.961995,1661327450.248791,71939.667,9833,3,PI,1,100,156692
1132.001935,1132.001916,1661327450.288712,71978.333,9833,3,PI,1,100,156698
1132.041856,1132.041837,1661327450.328633,72017.000,9833,3,PI,1,100,156711
1132.081089,1132.081070,1661327450.367866,72055.000,9850,3,PI,1,100,156707
1132.120322,1132.120303,1661327450.407098,72093.000,9850,3,PI,1,100,156707
1132.159554,1132.159535,1661327450.446331,72131.000,9850,3,PI,1,100,156732
1132.200336,1132.200317,1661327450.487113,72170.500,9870,2,PI,1,100,156774
1132.241117,1132.241098,1661327450.527894,72210.000,9870,2,PI,1,100,156820
1132.281382,1132.281363,1661327450.568159,72249.000,9886,3,PI,1,100,156839
1132.321648,1132.321628,1661327450.608424,72288.000,9886,3,PI,1,100,156860
1132.361913,1132.361893,1661327450.648690,72327.000,9886,3,PI,1,100,156863
1132.402178,1132.402159,1661327450.688955,72366.000,9908,2,PI,1,100,156847
1132.442443,1132.442424,1661327450.729220,72405.000,9908,2,PI,1,100,156860
1132.482364,1132.482345,1661327450.769141,72443.667,9924,3,PI,1,100,156865
1132.522285,1132.522266,1661327450.809062,72482.333,9924,3,PI,1,100,156843
1132.562206,1132.562187,1661327450.848983,72521.000,9924,3,PI,1,100,156823
1132.602127,1132.602108,1661327450.888904,72559.667,9941,3,PI,1,100,156810
1132.642048,1132.642029,1661327450.928825,72598.333,9941,3,PI,1,100,156813
1132.681969,1132.681950,1661327450.968746,72637.000,9941,3,PI,1,100,156803
1132.720858,1132.720839,1661327451.007634,72674.667,9958,3,PI,1,100,156795
1132.759746,1132.759727,1661327451.046523,72712.333,9958,3,PI,1,100,156779
1132.798635,1132.798616,1661327451.085412,72750.000,9958,3,PI,1,100,156761
1132.839588,1132.839569,1661327451.126365,72789.667,9975,3,PI,1,100,156752
1132.880542,1132.880523,1661327451.167319,72829.333,9975,3,PI,1,100,156765
1132.921495,1132.921476,1661327451.208272,72869.000,9975,3,PI,1,100,156776
1132.961760,1132.961741,1661327451.248537,72908.000,9991,2,PI,1,100,156790
1133.002026,1133.002006,1661327451.288802,72947.000,9991,2,PI,1,100,156780
1133.041947,1133.041927,1661327451.328723,72985.667,10009,3,PI,1,100,156772
1133.081868,1133.081848,1661327451.368644,73024.333,10009,3,PI,1,100,156768
1133.121789,1133.121769,1661327451.408566,73063.000,10009,3,PI,1,100,156779
1133.161538,1133.161518,1661327451.448314,73101.500,10026,2,PI,1,100,156777
1133.201287,1133.201267,1661327451.488063,73140.000,10026,2,PI,1,100,156764
1133.245681,1133.245662,1661327451.532458,73183.000,10044,3,PI,1,100,156783
1133.290076,1133.290057,1661327451.576853,73226.000,10044,3,PI,1,100,156789
1133.334471,1133.334452,1661327451.621248,73269.000,10044,3,PI,1,100,156782
1133.373704,1133.373685,1661327451.660481,73307.000,10061,2,PI,1,100,156789
1133.412937,1133.412918,1661327451.699714,73345.000,10061,2,PI,1,100,156798
1133.452858,1133.452839,1661327451.739635,73383.667,10080,3,PI,1,100,156792
1133.492779,1133.492760,1661327451.779556,73422.333,10080,3,PI,1,100,156798
1133.532700,1133.532681,1661327451.819477,73461.000,10080,3,PI,1,100,156810
1133.571933,1133.571913,1661327451.858709,73499.000,10096,3,PI,1,100,156808
1133.611165,1133.611146,1661327451.897942,73537.000,10096,3,PI,1,100,156798
1133.650398,1133.650379,1661327451.937175,73575.000,10096,3,PI,1,100,156806
1133.690147,1133.690128,1661327451.976924,73613.500,10114,2,PI,1,100,156805
1133.729896,1133.729877,1661327452.016673,73652.000,10114,2,PI,1,100,156787
1133.770161,1133.770142,1661327452.056938,73691.000,10133,3,PI,1,100,156780
1133.810426,1133.810407,1661327452.097203,73730.000,10133,3,PI,1,100,156765
1133.850691,1133.850672,1661327452.137468,73769.000,10133,3,PI,1,100,156750
1133.891989,1133.891970,1661327452.178766,73809.000,10150,2,PI,1,100,156742
1133.933287,1133.933267,1661327452.220063,73849.000,10150,2,PI,1,100,156745
1133.973208,1133.973188,1661327452.259984,73887.667,10167,3,PI,1,100,156742
1134.013129,1134.013109,1661327452.299906,73926.333,10167,3,PI,1,100,156734
1134.053050,1134.053030,1661327452.339827,73965.000,10167,3,PI,1,100,156743
1134.092626,1134.092607,1661327452.379404,74003.333,10186,3,PI,1,100,156739
1134.132203,1134.132184,1661327452.418980,74041.667,10186,3,PI,1,100,156746
1134.171780,1134.171761,1661327452.458557,74080.000,10186,3,PI,1,100,156765
1134.210497,1134.210478,1661327452.497274,74117.500,10202,2,PI,1,100,156770
1134.249213,1134.249194,1661327452.535990,74155.000,10202,2,PI,1,100,156772
1134.289134,1134.289115,1661327452.575911,74193.667,10219,3,PI,1,100,156769
1134.329055,1134.329036,1661327452.615832,74232.333,10219,3,PI,1,100,156788
1134.368976,1134.368957,1661327452.655753,74271.000,10219,3,PI,1,100,156806
1134.409758,1134.409738,1661327452.696535,74310.500,10238,2,PI,1,100,156810
1134.450539,1134.450520,1661327452.737316,74350.000,10238,2,PI,1,100,156824
1134.491493,1134.491473,1661327452.778270,74389.667,10255,3,PI,1,100,156826
1134.532446,1134.532427,1661327452.819223,74429.333,10255,3,PI,1,100,156827
1134.573399,1134.573380,1661327452.860177,74469.000,10255,3,PI,1,100,156846
1134.613320,1134.613301,1661327452.900098,74507.667,10269,3,PI,1,100,156849
1134.653241,1134.653222,1661327452.940019,74546.333,10269,3,PI,1,100,156844
