LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,RB
1095.301443,1095.301423,1661327413.588212,36431.000,3782,1,RB,1,100,2022-08-24_09-50-13-292108
