LslMarkerSourceTimestamp,LslLocalTimestamp,LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,GX
1121.954916,1121.954897,1661327440.241691,62247.000,8176,3,GX,1,100,0.977
1121.995182,1121.995162,1661327440.281956,62286.000,8191,2,GX,1,100,1.129
1122.035447,1122.035427,1661327440.322222,62325.000,8191,2,GX,1,100,0.763
1122.075368,1122.075348,1661327440.362143,62363.667,8212,3,GX,1,100,0.397
1122.115289,1122.115269,1661327440.402064,62402.333,8212,3,GX,1,100,0.092
1122.155210,1122.155190,1661327440.441985,62441.000,8212,3,GX,1,100,0.153
1122.194959,1122.194939,1661327440.481734,62479.500,8229,2,GX,1,100,0.488
1122.234708,1122.234688,1661327440.521482,62518.000,8229,2,GX,1,100,0.549
1122.269811,1122.269791,1661327440.556586,62552.000,8247,3,GX,1,100,0.549
1122.304914,1122.304894,1661327440.591688,62586.000,8247,3,GX,1,100,0.732
1122.340017,1122.339997,1661327440.626791,62620.000,8247,3,GX,1,100,0.610
1122.379594,1122.379574,1661327440.666368,62658.333,8264,3,GX,1,100,0.610
1122.419170,1122.419151,1661327440.705945,62696.667,8264,3,GX,1,100,0.916
1122.458747,1122.458728,1661327440.745522,62735.000,8264,3,GX,1,100,0.702
1122.498496,1122.498477,1661327440.785271,62773.500,8281,2,GX,1,100,1.068
1122.538245,1122.538226,1661327440.825020,62812.000,8281,2,GX,1,100,0.946
1122.578166,1122.578147,1661327440.864941,62850.667,8298,3,GX,1,100,0.763
1122.618087,1122.618068,1661327440.904862,62889.333,8298,3,GX,1,100,0.336
1122.658008,1122.657989,1661327440.944783,62928.000,8298,3,GX,1,100,0.610
1122.697585,1122.697566,1661327440.984360,62966.333,8315,3,GX,1,100,0.366
1122.737162,1122.737142,1661327441.023937,63004.667,8315,3,GX,1,100,0.427
1122.776739,1122.776719,1661327441.063514,63043.000,8315,3,GX,1,100,0.214
1122.817004,1122.816984,1661327441.103779,63082.000,8332,2,GX,1,100,0.244
1122.857269,1122.857250,1661327441.144044,63121.000,8332,2,GX,1,100,0.275
1122.896502,1122.896482,1661327441.183277,63159.000,8348,3,GX,1,100,0.153
1122.935735,1122.935715,1661327441.222509,63197.000,8348,3,GX,1,100,0.488
1122.974967,1122.974948,1661327441.261742,63235.000,8348,3,GX,1,100,0.580
1123.014888,1123.014869,1661327441.301663,63273.667,8369,3,GX,1,100,0.244
1123.054809,1123.054790,1661327441.341584,63312.333,8369,3,GX,1,100,0.305
1123.094730,1123.094711,1661327441.381505,63351.000,8369,3,GX,1,100,0.610
1123.134479,1123.134460,1661327441.421254,63389.500,8387,2,GX,1,100,0.732
1123.174228,1123.174209,1661327441.461003,63428.000,8387,2,GX,1,100,1.129
1123.214149,1123.214130,1661327441.500924,63466.667,8404,3,GX,1,100,1.068
1123.254070,1123.254051,1661327441.540845,63505.333,8404,3,GX,1,100,0.671
1123.293991,1123.293972,1661327441.580766,63544.000,8404,3,GX,1,100,0.854
1123.333912,1123.333893,1661327441.620687,63582.667,8423,3,GX,1,100,0.854
1123.373833,1123.373814,1661327441.660608,63621.333,8423,3,GX,1,100,0.824
1123.413754,1123.413735,1661327441.700529,63660.000,8423,3,GX,1,100,0.763
1123.454536,1123.454516,1661327441.741311,63699.500,8438,2,GX,1,100,0.793
1123.495317,1123.495298,1661327441.782092,63739.000,8438,2,GX,1,100,0.854
1123.535238,1123.535219,1661327441.822013,63777.667,8456,3,GX,1,100,0.977
1123.575159,1123.575140,1661327441.861934,63816.333,8456,3,GX,1,100,0.671
1123.615080,1123.615061,1661327441.901855,63855.000,8456,3,GX,1,100,0.702
1123.654829,1123.654810,1661327441.941604,63893.500,8473,2,GX,1,100,0.610
1123.694578,1123.694559,1661327441.981353,63932.000,8473,2,GX,1,100,0.702
1123.733811,1123.733791,1661327442.020586,63970.000,8490,3,GX,1,100,0.549
1123.773044,1123.773024,1661327442.059819,64008.000,8490,3,GX,1,100,0.549
1123.812276,1123.812257,1661327442.099051,64046.000,8490,3,GX,1,100,0.488
1123.852541,1123.852522,1661327442.139317,64085.000,8506,2,GX,1,100,0.580
1123.892807,1123.892787,1661327442.179582,64124.000,8506,2,GX,1,100,0.946
1123.932728,1123.932708,1661327442.219503,64162.667,8521,3,GX,1,100,0.702
1123.972649,1123.972629,1661327442.259424,64201.333,8521,3,GX,1,100,0.336
1124.012570,1124.012550,1661327442.299345,64240.000,8521,3,GX,1,100,0.549
1124.053523,1124.053504,1661327442.340298,64279.667,8543,3,GX,1,100,0.580
1124.094477,1124.094457,1661327442.381252,64319.333,8543,3,GX,1,100,0.793
1124.135430,1124.135411,1661327442.422205,64359.000,8543,3,GX,1,100,0.916
1124.175179,1124.175159,1661327442.461954,64397.500,8559,2,GX,1,100,0.854
1124.214928,1124.214908,1661327442.501703,64436.000,8559,2,GX,1,100,0.763
1124.255193,1124.255174,1661327442.541968,64475.000,8576,3,GX,1,100,0.824
1124.295458,1124.295439,1661327442.582233,64514.000,8576,3,GX,1,100,0.580
1124.335723,1124.335704,1661327442.622499,64553.000,8576,3,GX,1,100,0.488
1124.374956,1124.374937,1661327442.661731,64591.000,8591,3,GX,1,100,0.763
1124.414189,1124.414169,1661327442.700964,64629.000,8591,3,GX,1,100,0.885
1124.453422,1124.453402,1661327442.740197,64667.000,8591,3,GX,1,100,0.702
1124.493170,1124.493151,1661327442.779946,64705.500,8613,2,GX,1,100,0.763
1124.532919,1124.532900,1661327442.819695,64744.000,8613,2,GX,1,100,0.671
1124.573185,1124.573165,1661327442.859960,64783.000,8629,3,GX,1,100,0.702
1124.613450,1124.613430,1661327442.900225,64822.000,8629,3,GX,1,100,0.732
1124.653715,1124.653695,1661327442.940490,64861.000,8629,3,GX,1,100,0.854
1124.695013,1124.694993,1661327442.981788,64901.000,8647,2,GX,1,100,0.824
1124.736310,1124.736291,1661327443.023085,64941.000,8647,2,GX,1,100,0.885
1124.776575,1124.776556,1661327443.063350,64980.000,8663,3,GX,1,100,0.885
1124.816840,1124.816821,1661327443.103616,65019.000,8663,3,GX,1,100,0.793
1124.857106,1124.857086,1661327443.143881,65058.000,8663,3,GX,1,100,0.732
1124.897027,1124.897007,1661327443.183802,65096.667,8678,3,GX,1,100,0.519
1124.936948,1124.936928,1661327443.223723,65135.333,8678,3,GX,1,100,0.366
1124.976869,1124.976849,1661327443.263644,65174.000,8678,3,GX,1,100,0.336
1125.015585,1125.015566,1661327443.302361,65211.500,8695,2,GX,1,100,0.671
1125.054302,1125.054282,1661327443.341077,65249.000,8695,2,GX,1,100,0.885
1125.089405,1125.089385,1661327443.376180,65283.000,8714,3,GX,1,100,0.732
1125.124508,1125.124488,1661327443.411283,65317.000,8714,3,GX,1,100,1.007
1125.159611,1125.159591,1661327443.446386,65351.000,8714,3,GX,1,100,1.312
1125.199532,1125.199512,1661327443.486307,65389.667,8730,3,GX,1,100,1.312
1125.239453,1125.239433,1661327443.526228,65428.333,8730,3,GX,1,100,1.312
1125.279374,1125.279354,1661327443.566149,65467.000,8730,3,GX,1,100,2.014
1125.319639,1125.319619,1661327443.606414,65506.000,8747,3,GX,1,100,1.923
1125.359904,1125.359885,1661327443.646679,65545.000,8747,3,GX,1,100,2.197
1125.400169,1125.400150,1661327443.686944,65584.000,8747,3,GX,1,100,0.946
1125.439918,1125.439899,1661327443.726693,65622.500,8762,2,GX,1,100,-0.092
1125.479667,1125.479648,1661327443.766442,65661.000,8762,2,GX,1,100,-0.824
1125.519588,1125.519569,1661327443.806363,65699.667,8779,3,GX,1,100,-1.129
1125.559509,1125.559490,1661327443.846284,65738.333,8779,3,GX,1,100,-0.427
1125.599430,1125.599411,1661327443.886205,65777.000,8779,3,GX,1,100,0.610
1125.639007,1125.638988,1661327443.925782,65815.333,8795,3,GX,1,100,0.580
1125.678584,1125.678564,1661327443.965359,65853.667,8795,3,GX,1,100,0.732
1125.718161,1125.718141,1661327444.004936,65892.000,8795,3,GX,1,100,0.580
1125.759458,1125.759439,1661327444.046234,65932.000,8815,2,GX,1,100,0.153
1125.800756,1125.800736,1661327444.087531,65972.000,8815,2,GX,1,100,-0.580
1125.840677,1125.840657,1661327444.127452,66010.667,8829,3,GX,1,100,-0.580
1125.880598,1125.880579,1661327444.167373,66049.333,8829,3,GX,1,100,-0.153
1125.920519,1125.920500,1661327444.207294,66088.000,8829,3,GX,1,100,0.031
1125.960268,1125.960248,1661327444.247043,66126.500,8846,2,GX,1,100,0.214
1126.000017,1125.999997,1661327444.286792,66165.000,8846,2,GX,1,100,0.153
1126.039594,1126.039574,1661327444.326369,66203.333,8866,3,GX,1,100,-0.061
1126.079171,1126.079151,1661327444.365946,66241.667,8866,3,GX,1,100,-0.244
1126.118747,1126.118728,1661327444.405523,66280.000,8866,3,GX,1,100,0.031
1126.158668,1126.158649,1661327444.445444,66318.667,8889,3,GX,1,100,0.397
1126.198589,1126.198570,1661327444.485365,66357.333,8889,3,GX,1,100,0.488
1126.238510,1126.238491,1661327444.525286,66396.000,8889,3,GX,1,100,0.580
1126.278259,1126.278240,1661327444.565035,66434.500,8905,2,GX,1,100,0.671
1126.318008,1126.317989,1661327444.604784,66473.000,8905,2,GX,1,100,0.793
1126.358962,1126.358942,1661327444.645737,66512.667,8926,3,GX,1,100,0.824
1126.399915,1126.399896,1661327444.686691,66552.333,8926,3,GX,1,100,0.671
1126.440869,1126.440849,1661327444.727644,66592.000,8926,3,GX,1,100,0.977
1126.480618,1126.480598,1661327444.767393,66630.500,8942,2,GX,1,100,0.977
1126.520367,1126.520347,1661327444.807142,66669.000,8942,2,GX,1,100,0.977
1126.560288,1126.560268,1661327444.847063,66707.667,8959,3,GX,1,100,0.854
1126.600209,1126.600189,1661327444.886984,66746.333,8959,3,GX,1,100,1.007
1126.640130,1126.640110,1661327444.926905,66785.000,8959,3,GX,1,100,0.824
1126.680051,1126.680031,1661327444.966826,66823.667,8976,3,GX,1,100,0.702
1126.719972,1126.719952,1661327445.006747,66862.333,8976,3,GX,1,100,0.916
1126.759893,1126.759873,1661327445.046668,66901.000,8976,3,GX,1,100,0.854
1126.800158,1126.800139,1661327445.086934,66940.000,8992,2,GX,1,100,1.007
1126.840423,1126.840404,1661327445.127199,66979.000,8992,2,GX,1,100,1.312
1126.880000,1126.879981,1661327445.166775,67017.333,9007,3,GX,1,100,1.282
1126.919577,1126.919557,1661327445.206352,67055.667,9007,3,GX,1,100,1.160
1126.959154,1126.959134,1661327445.245929,67094.000,9007,3,GX,1,100,1.038
1126.999935,1126.999916,1661327445.286711,67133.500,9027,2,GX,1,100,0.793
1127.040716,1127.040697,1661327445.327492,67173.000,9027,2,GX,1,100,0.519
1127.080637,1127.080618,1661327445.367413,67211.667,9045,3,GX,1,100,0.214
1127.120558,1127.120539,1661327445.407334,67250.333,9045,3,GX,1,100,0.153
1127.160479,1127.160460,1661327445.447255,67289.000,9045,3,GX,1,100,0.641
1127.200401,1127.200381,1661327445.487176,67327.667,9064,3,GX,1,100,1.068
1127.240322,1127.240302,1661327445.527097,67366.333,9064,3,GX,1,100,1.160
1127.280243,1127.280223,1661327445.567018,67405.000,9064,3,GX,1,100,0.732
1127.320508,1127.320488,1661327445.607283,67444.000,9078,2,GX,1,100,0.549
1127.360773,1127.360754,1661327445.647549,67483.000,9078,2,GX,1,100,0.732
1127.400694,1127.400675,1661327445.687470,67521.667,9096,3,GX,1,100,0.763
1127.440615,1127.440596,1661327445.727391,67560.333,9096,3,GX,1,100,0.793
1127.480536,1127.480517,1661327445.767312,67599.000,9096,3,GX,1,100,0.977
1127.519252,1127.519233,1661327445.806028,67636.500,9112,2,GX,1,100,1.038
1127.557969,1127.557950,1661327445.844745,67674.000,9112,2,GX,1,100,1.068
1127.598922,1127.598903,1661327445.885698,67713.667,9132,3,GX,1,100,1.160
1127.639876,1127.639856,1661327445.926652,67753.333,9132,3,GX,1,100,1.129
1127.680829,1127.680810,1661327445.967605,67793.000,9132,3,GX,1,100,0.946
1127.721094,1127.721075,1661327446.007870,67832.000,9148,2,GX,1,100,0.946
1127.761360,1127.761340,1661327446.048136,67871.000,9148,2,GX,1,100,1.068
1127.798011,1127.797992,1661327446.084787,67906.500,9164,4,GX,1,100,1.190
1127.834663,1127.834644,1661327446.121439,67942.000,9164,4,GX,1,100,1.282
1127.871314,1127.871295,1661327446.158090,67977.500,9164,4,GX,1,100,1.373
1127.907966,1127.907947,1661327446.194742,68013.000,9164,4,GX,1,100,1.617
1127.947715,1127.947696,1661327446.234491,68051.500,9180,2,GX,1,100,1.770
1127.987464,1127.987445,1661327446.274240,68090.000,9180,2,GX,1,100,1.556
1128.027385,1128.027366,1661327446.314161,68128.667,9198,3,GX,1,100,1.251
1128.067306,1128.067287,1661327446.354082,68167.333,9198,3,GX,1,100,1.038
1128.107227,1128.107208,1661327446.394003,68206.000,9198,3,GX,1,100,1.068
1128.146460,1128.146440,1661327446.433236,68244.000,9216,3,GX,1,100,1.160
1128.185693,1128.185673,1661327446.472468,68282.000,9216,3,GX,1,100,1.282
1128.224925,1128.224906,1661327446.511701,68320.000,9216,3,GX,1,100,1.038
1128.265190,1128.265171,1661327446.551966,68359.000,9234,2,GX,1,100,0.763
1128.305456,1128.305436,1661327446.592232,68398.000,9234,2,GX,1,100,0.885
1128.344688,1128.344669,1661327446.631464,68436.000,9250,3,GX,1,100,0.946
1128.383921,1128.383902,1661327446.670697,68474.000,9250,3,GX,1,100,0.824
1128.423154,1128.423134,1661327446.709930,68512.000,9250,3,GX,1,100,0.732
1128.462903,1128.462883,1661327446.749679,68550.500,9269,2,GX,1,100,0.702
1128.502652,1128.502632,1661327446.789428,68589.000,9269,2,GX,1,100,0.519
1128.542917,1128.542897,1661327446.829693,68628.000,9285,3,GX,1,100,0.641
1128.583182,1128.583163,1661327446.869958,68667.000,9285,3,GX,1,100,0.519
1128.623447,1128.623428,1661327446.910223,68706.000,9285,3,GX,1,100,0.214
1128.664056,1128.664037,1661327446.950832,68745.333,9303,3,GX,1,100,0.153
1128.704666,1128.704646,1661327446.991442,68784.667,9303,3,GX,1,100,0.397
1128.745275,1128.745256,1661327447.032051,68824.000,9303,3,GX,1,100,0.458
1128.785540,1128.785521,1661327447.072316,68863.000,9319,2,GX,1,100,0.549
1128.825805,1128.825786,1661327447.112581,68902.000,9319,2,GX,1,100,0.702
1128.865726,1128.865707,1661327447.152502,68940.667,9338,3,GX,1,100,0.427
1128.905647,1128.905628,1661327447.192423,68979.333,9338,3,GX,1,100,0.153
1128.945568,1128.945549,1661327447.232344,69018.000,9338,3,GX,1,100,0.519
1128.984285,1128.984266,1661327447.271061,69055.500,9354,2,GX,1,100,0.275
1129.023001,1129.022982,1661327447.309777,69093.000,9354,2,GX,1,100,0.275
1129.062922,1129.062903,1661327447.349699,69131.667,9377,3,GX,1,100,0.824
1129.102843,1129.102824,1661327447.389620,69170.333,9377,3,GX,1,100,1.190
1129.142764,1129.142745,1661327447.429541,69209.000,9377,3,GX,1,100,0.916
1129.183374,1129.183354,1661327447.470150,69248.333,9393,3,GX,1,100,0.916
1129.223983,1129.223964,1661327447.510759,69287.667,9393,3,GX,1,100,0.763
1129.264592,1129.264573,1661327447.551368,69327.000,9393,3,GX,1,100,0.702
1129.305374,1129.305354,1661327447.592150,69366.500,9408,2,GX,1,100,0.671
1129.346155,1129.346136,1661327447.632931,69406.000,9408,2,GX,1,100,0.824
1129.385732,1129.385713,1661327447.672508,69444.333,9425,3,GX,1,100,0.916
1129.425309,1129.425290,1661327447.712085,69482.667,9425,3,GX,1,100,1.129
1129.464886,1129.464866,1661327447.751662,69521.000,9425,3,GX,1,100,1.434
1129.504807,1129.504788,1661327447.791583,69559.667,9442,3,GX,1,100,1.648
1129.544728,1129.544709,1661327447.831504,69598.333,9442,3,GX,1,100,2.014
1129.584649,1129.584630,1661327447.871425,69637.000,9442,3,GX,1,100,1.678
1129.623882,1129.623862,1661327447.910658,69675.000,9458,2,GX,1,100,1.740
1129.663114,1129.663095,1661327447.949890,69713.000,9458,2,GX,1,100,1.526
1129.703035,1129.703016,1661327447.989811,69751.667,9475,3,GX,1,100,1.251
1129.742956,1129.742937,1661327448.029732,69790.333,9475,3,GX,1,100,1.373
1129.782877,1129.782858,1661327448.069654,69829.000,9475,3,GX,1,100,1.709
1129.823487,1129.823467,1661327448.110263,69868.333,9490,3,GX,1,100,1.831
1129.864096,1129.864077,1661327448.150872,69907.667,9490,3,GX,1,100,1.770
1129.904705,1129.904686,1661327448.191482,69947.000,9490,3,GX,1,100,1.953
1129.945487,1129.945467,1661327448.232263,69986.500,9509,2,GX,1,100,1.526
1129.986268,1129.986249,1661327448.273044,70026.000,9509,2,GX,1,100,1.282
1130.026189,1130.026170,1661327448.312965,70064.667,9526,3,GX,1,100,1.282
1130.066110,1130.066091,1661327448.352886,70103.333,9526,3,GX,1,100,1.129
1130.106031,1130.106012,1661327448.392807,70142.000,9526,3,GX,1,100,0.793
1130.146296,1130.146277,1661327448.433073,70181.000,9547,2,GX,1,100,0.671
1130.186561,1130.186542,1661327448.473338,70220.000,9547,2,GX,1,100,0.519
1130.225794,1130.225775,1661327448.512570,70258.000,9561,3,GX,1,100,0.305
1130.265027,1130.265008,1661327448.551803,70296.000,9561,3,GX,1,100,0.305
1130.304260,1130.304240,1661327448.591036,70334.000,9561,3,GX,1,100,0.427
1130.344181,1130.344161,1661327448.630957,70372.667,9579,3,GX,1,100,0.305
1130.384102,1130.384082,1661327448.670878,70411.333,9579,3,GX,1,100,0.427
1130.424023,1130.424003,1661327448.710799,70450.000,9579,3,GX,1,100,0.610
1130.464288,1130.464269,1661327448.751064,70489.000,9597,2,GX,1,100,0.610
1130.504553,1130.504534,1661327448.791329,70528.000,9597,2,GX,1,100,0.641
1130.545162,1130.545143,1661327448.831939,70567.333,9616,3,GX,1,100,0.854
1130.585772,1130.585752,1661327448.872548,70606.667,9616,3,GX,1,100,0.397
1130.626381,1130.626362,1661327448.913157,70646.000,9616,3,GX,1,100,0.549
1130.662172,1130.662153,1661327448.948949,70680.667,9635,3,GX,1,100,0.824
1130.697963,1130.697944,1661327448.984740,70715.333,9635,3,GX,1,100,1.007
1130.733755,1130.733735,1661327449.020531,70750.000,9635,3,GX,1,100,1.038
1130.773504,1130.773484,1661327449.060280,70788.500,9651,2,GX,1,100,0.854
1130.813253,1130.813233,1661327449.100029,70827.000,9651,2,GX,1,100,0.610
1130.852829,1130.852810,1661327449.139606,70865.333,9667,3,GX,1,100,0.793
1130.892406,1130.892387,1661327449.179183,70903.667,9667,3,GX,1,100,0.732
1130.931983,1130.931964,1661327449.218760,70942.000,9667,3,GX,1,100,0.702
1130.972765,1130.972745,1661327449.259541,70981.500,9684,2,GX,1,100,0.732
1131.013546,1131.013527,1661327449.300322,71021.000,9684,2,GX,1,100,0.946
1131.053811,1131.053792,1661327449.340588,71060.000,9703,3,GX,1,100,0.580
1131.094076,1131.094057,1661327449.380853,71099.000,9703,3,GX,1,100,0.702
1131.134341,1131.134322,1661327449.421118,71138.000,9703,3,GX,1,100,0.580
1131.174262,1131.174243,1661327449.461039,71176.667,9718,3,GX,1,100,0.824
1131.214183,1131.214164,1661327449.500960,71215.333,9718,3,GX,1,100,0.458
1131.254104,1131.254085,1661327449.540881,71254.000,9718,3,GX,1,100,0.183
1131.293853,1131.293834,1661327449.580630,71292.500,9734,2,GX,1,100,0.000
1131.333602,1131.333583,1661327449.620379,71331.000,9734,2,GX,1,100,0.122
1131.373523,1131.373504,1661327449.660300,71369.667,9752,3,GX,1,100,0.183
1131.413444,1131.413425,1661327449.700221,71408.333,9752,3,GX,1,100,0.671
1131.453365,1131.453346,1661327449.740142,71447.000,9752,3,GX,1,100,0.916
1131.493631,1131.493611,1661327449.780407,71486.000,9770,2,GX,1,100,0.763
1131.533896,1131.533877,1661327449.820672,71525.000,9770,2,GX,1,100,0.793
1131.574849,1131.574830,1661327449.861626,71564.667,9787,3,GX,1,100,0.854
1131.615803,1131.615783,1661327449.902579,71604.333,9787,3,GX,1,100,0.702
1131.656756,1131.656737,1661327449.943533,71644.000,9787,3,GX,1,100,0.824
1131.696247,1131.696228,1661327449.983023,71682.250,9808,4,GX,1,100,0.916
1131.735738,1131.735719,1661327450.022514,71720.500,9808,4,GX,1,100,1.007
1131.775229,1131.775209,1661327450.062005,71758.750,9808,4,GX,1,100,1.038
1131.814719,1131.814700,1661327450.101496,71797.000,9808,4,GX,1,100,0.885
1131.854985,1131.854965,1661327450.141761,71836.000,9826,3,GX,1,100,0.061
1131.895250,1131.895231,1661327450.182026,71875.000,9826,3,GX,1,100,0.641
1131.935515,1131.935496,1661327450.222291,71914.000,9826,3,GX,1,100,0.763
1131.975436,1131.975417,1661327450.262213,71952.667,9841,3,GX,1,100,0.122
1132.015357,1132.015338,1661327450.302134,71991.333,9841,3,GX,1,100,0.275
1132.055278,1132.055259,1661327450.342055,72030.000,9841,3,GX,1,100,-0.061
1132.093995,1132.093975,1661327450.380771,72067.500,9860,2,GX,1,100,-0.458
1132.132711,1132.132692,1661327450.419488,72105.000,9860,2,GX,1,100,-1.617
1132.173664,1132.173645,1661327450.460441,72144.667,9880,3,GX,1,100,-4.211
1132.214618,1132.214599,1661327450.501395,72184.333,9880,3,GX,1,100,-6.226
1132.255571,1132.255552,1661327450.542348,72224.000,9880,3,GX,1,100,-5.096
1132.295837,1132.295817,1661327450.582613,72263.000,9896,2,GX,1,100,-2.655
1132.336102,1132.336082,1661327450.622878,72302.000,9896,2,GX,1,100,-2.106
1132.376023,1132.376004,1661327450.662799,72340.667,9918,3,GX,1,100,-0.977
1132.415944,1132.415925,1661327450.702720,72379.333,9918,3,GX,1,100,0.061
1132.455865,1132.455846,1661327450.742641,72418.000,9918,3,GX,1,100,0.885
1132.495786,1132.495767,1661327450.782562,72456.667,9932,3,GX,1,100,2.106
1132.535707,1132.535688,1661327450.822484,72495.333,9932,3,GX,1,100,3.052
1132.575628,1132.575609,1661327450.862405,72534.000,9932,3,GX,1,100,3.418
1132.615377,1132.615358,1661327450.902153,72572.500,9951,2,GX,1,100,3.693
1132.655126,1132.655106,1661327450.941902,72611.000,9951,2,GX,1,100,4.242
1132.694617,1132.694597,1661327450.981393,72649.250,9968,4,GX,1,100,4.272
1132.734107,1132.734088,1661327451.020884,72687.500,9968,4,GX,1,100,3.387
1132.773598,1132.773579,1661327451.060375,72725.750,9968,4,GX,1,100,3.418
1132.813089,1132.813070,1661327451.099866,72764.000,9968,4,GX,1,100,2.594
1132.853870,1132.853851,1661327451.140647,72803.500,9985,2,GX,1,100,2.167
1132.894652,1132.894633,1661327451.181429,72843.000,9985,2,GX,1,100,1.373
1132.934573,1132.934554,1661327451.221350,72881.667,10001,3,GX,1,100,0.519
1132.974494,1132.974475,1661327451.261271,72920.333,10001,3,GX,1,100,0.458
1133.014415,1133.014396,1661327451.301192,72959.000,10001,3,GX,1,100,0.427
1133.054680,1133.054661,1661327451.341457,72998.000,10018,2,GX,1,100,0.793
1133.094945,1133.094926,1661327451.381722,73037.000,10018,2,GX,1,100,0.885
1133.134866,1133.134847,1661327451.421643,73075.667,10035,3,GX,1,100,1.099
1133.174787,1133.174768,1661327451.461564,73114.333,10035,3,GX,1,100,1.099
1133.214708,1133.214689,1661327451.501485,73153.000,10035,3,GX,1,100,0.885
1133.254629,1133.254610,1661327451.541406,73191.667,10054,3,GX,1,100,0.885
1133.294550,1133.294531,1661327451.581327,73230.333,10054,3,GX,1,100,0.580
1133.334471,1133.334452,1661327451.621248,73269.000,10054,3,GX,1,100,0.488
1133.369574,1133.369555,1661327451.656351,73303.000,10071,3,GX,1,100,0.519
1133.404677,1133.404658,1661327451.691454,73337.000,10071,3,GX,1,100,0.519
1133.439780,1133.439761,1661327451.726557,73371.000,10071,3,GX,1,100,0.641
1133.480045,1133.480026,1661327451.766822,73410.000,10090,2,GX,1,100,0.854
1133.520311,1133.520291,1661327451.807087,73449.000,10090,2,GX,1,100,1.160
1133.559543,1133.559524,1661327451.846320,73487.000,10104,3,GX,1,100,1.282
1133.598776,1133.598757,1661327451.885553,73525.000,10104,3,GX,1,100,1.129
1133.638009,1133.637989,1661327451.924786,73563.000,10104,3,GX,1,100,1.099
1133.677930,1133.677911,1661327451.964707,73601.667,10124,3,GX,1,100,0.977
1133.717851,1133.717832,1661327452.004628,73640.333,10124,3,GX,1,100,1.251
1133.757772,1133.757753,1661327452.044549,73679.000,10124,3,GX,1,100,2.045
1133.797521,1133.797501,1661327452.084298,73717.500,10143,2,GX,1,100,2.167
1133.837270,1133.837250,1661327452.124047,73756.000,10143,2,GX,1,100,2.563
1133.877879,1133.877860,1661327452.164656,73795.333,10160,3,GX,1,100,1.831
1133.918488,1133.918469,1661327452.205265,73834.667,10160,3,GX,1,100,1.282
1133.959098,1133.959078,1661327452.245875,73874.000,10160,3,GX,1,100,1.221
1133.999019,1133.998999,1661327452.285796,73912.667,10177,3,GX,1,100,1.129
1134.038940,1134.038920,1661327452.325716,73951.333,10177,3,GX,1,100,0.946
1134.078861,1134.078841,1661327452.365638,73990.000,10177,3,GX,1,100,0.977
1134.119126,1134.119107,1661327452.405903,74029.000,10194,2,GX,1,100,0.946
1134.159391,1134.159372,1661327452.446168,74068.000,10194,2,GX,1,100,0.824
1134.198624,1134.198604,1661327452.485401,74106.000,10212,3,GX,1,100,0.641
1134.237856,1134.237837,1661327452.524633,74144.000,10212,3,GX,1,100,0.153
1134.277089,1134.277070,1661327452.563866,74182.000,10212,3,GX,1,100,0.183
1134.316838,1134.316819,1661327452.603615,74220.500,10229,2,GX,1,100,0.336
1134.356587,1134.356568,1661327452.643364,74259.000,10229,2,GX,1,100,0.275
1134.396852,1134.396833,1661327452.683629,74298.000,10248,3,GX,1,100,0.153
1134.437117,1134.437098,1661327452.723894,74337.000,10248,3,GX,1,100,0.458
1134.477382,1134.477363,1661327452.764160,74376.000,10248,3,GX,1,100,0.153
1134.518680,1134.518661,1661327452.805457,74416.000,10263,2,GX,1,100,0.244
1134.559978,1134.559959,1661327452.846755,74456.000,10263,2,GX,1,100,0.763
1134.599899,1134.599880,1661327452.886676,74494.667,10279,3,GX,1,100,0.366
1134.639820,1134.639801,1661327452.926597,74533.333,10279,3,GX,1,100,0.580
1134.679741,1134.679722,1661327452.966518,74572.000,10279,3,GX,1,100,0.458
1134.719662,1134.719643,1661327453.006439,74610.667,10297,3,GX,1,100,0.763
1134.759583,1134.759564,1661327453.046360,74649.333,10297,3,GX,1,100,0.793
1134.799504,1134.799485,1661327453.086281,74688.000,10297,3,GX,1,100,0.580
1134.838737,1134.838717,1661327453.125514,74726.000,10313,2,GX,1,100,0.824
1134.877969,1134.877950,1661327453.164747,74764.000,10313,2,GX,1,100,0.824
1134.918234,1134.918215,1661327453.205012,74803.000,10330,3,GX,1,100,0.702
1134.958500,1134.958480,1661327453.245277,74842.000,10330,3,GX,1,100,0.397
1134.998765,1134.998746,1661327453.285542,74881.000,10330,3,GX,1,100,0.977
1135.038514,1135.038495,1661327453.325291,74919.500,10345,2,GX,1,100,0.885
1135.078263,1135.078243,1661327453.365040,74958.000,10345,2,GX,1,100,0.946
1135.118872,1135.118853,1661327453.405649,74997.333,10364,3,GX,1,100,0.702
1135.159481,1135.159462,1661327453.446259,75036.667,10364,3,GX,1,100,0.946
1135.200091,1135.200071,1661327453.486868,75076.000,10364,3,GX,1,100,0.916
1135.240012,1135.239992,1661327453.526789,75114.667,10383,3,GX,1,100,0.763
1135.279933,1135.279913,1661327453.566710,75153.333,10383,3,GX,1,100,0.641
1135.319854,1135.319834,1661327453.606631,75192.000,10383,3,GX,1,100,0.671
1135.360119,1135.360100,1661327453.646896,75231.000,10401,2,GX,1,100,0.244
1135.400384,1135.400365,1661327453.687161,75270.000,10401,2,GX,1,100,0.427
